日期,舊來源(yfinance),新來源(Cboe),絕對差,相對差
2018-11-05,20.200000762939453,20.2,7.629394538355427e-07,3.77692784663302e-08
2018-11-06,19.579999923706055,19.58,7.629394360719743e-08,3.8965242034973765e-09
2018-11-07,17.6200008392334,17.62,8.392333974427402e-07,4.762958895972749e-08
2018-11-08,17.68000030517578,17.68,3.051757815342171e-07,1.7261073318244094e-08
2018-11-09,18.459999084472656,18.46,9.155273446026513e-07,4.959519989211337e-08
2018-11-12,20.229999542236328,20.23,4.5776367230132564e-07,2.2627962563499005e-08
2018-11-13,20.270000457763672,20.27,4.5776367230132564e-07,2.2583308434312157e-08
2018-11-14,21.219999313354492,21.22,6.866455066756316e-07,3.2358413237247444e-08
2018-11-15,20.309999465942383,20.31,5.340576159085231e-07,2.6295304281227504e-08
2018-11-16,19.350000381469727,19.35,3.8146972514141453e-07,1.9714197293077265e-08
2018-11-19,20.639999389648438,20.64,6.103515630684342e-07,2.9571297534753965e-08
2018-11-20,22.270000457763672,22.27,4.5776367230132564e-07,2.055517121203031e-08
2018-11-21,21.31999969482422,21.32,3.051757815342171e-07,1.4314061252463505e-08
2018-11-23,21.75,21.75,0.0,0.0
2018-11-26,20.110000610351562,20.11,6.103515630684342e-07,3.035064865956581e-08
2018-11-27,19.940000534057617,19.94,5.340576159085231e-07,2.6783229769545396e-08
2018-11-28,19.280000686645508,19.28,6.866455066756316e-07,3.561439223138844e-08
2018-11-29,19.59000015258789,19.59,1.5258789076710855e-07,7.789070422592687e-09
2018-11-30,18.889999389648438,18.89,6.103515630684342e-07,3.231083021648491e-08
2018-12-03,17.950000762939453,17.95,7.629394538355427e-07,4.250358893637202e-08
2018-12-04,20.75,20.75,0.0,0.0
2018-12-06,21.059999465942383,21.06,5.340576159085231e-07,2.5358861797322715e-08
2018-12-07,22.440000534057617,22.44,5.340576159085231e-07,2.3799358431296543e-08
2018-12-10,22.010000228881836,22.01,2.2888183437430598e-07,1.039899282117971e-08
2018-12-11,21.719999313354492,21.72,6.866455066756316e-07,3.1613514198108154e-08
2018-12-12,21.59000015258789,21.59,1.5258789076710855e-07,7.067526155103735e-09
2018-12-13,21.350000381469727,21.35,3.8146972514141453e-07,1.786743411360793e-08
2018-12-14,21.959999084472656,21.96,9.155273446026513e-07,4.1690682275574265e-08
2018-12-17,23.40999984741211,23.41,1.5258789076710855e-07,6.518064577603002e-09
2018-12-18,23.899999618530273,23.9,3.8146972514141453e-07,1.5961076620505527e-08
