lookback_months,fallback,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
1,cash,monthly,2.87873624051185,0.12374032067034046,-0.34080985333202773,0.6630824372759857,1.1036761319455144,0.6652625485518895,59.99641577060932,6.498378654618904,-0.06592937902683826,-0.014779373825938746,run-af051d7e8c6eb010,409,279,2929,2015-01-02,2026-08-26,False,0.2942
1,cash,quarterly,2.3343116108110644,0.10920757646841883,-0.394705110564868,0.711340206185567,1.4731911740207912,0.5578534256439596,129.96907216494844,2.160143466122171,-0.0804621232287599,-0.02931211802786038,run-7b4e684d7e301ec7,143,97,2929,2015-01-02,2026-08-26,False,0.2307
1,equal,monthly,3.631847248832563,0.14103382701219935,-0.34080985333202785,0.6793650793650794,1.1664473817083878,0.7902849252668565,64.98412698412699,6.3717429531906715,-0.048635872684979375,0.002514132515920142,run-fdd25ccc53a4611c,440,315,2929,2015-01-02,2026-08-26,False,0.2651
1,equal,quarterly,2.6515688556669734,0.11791844138461283,-0.3947051105648678,0.7431192660550459,1.3104749288645345,0.6159384094844553,144.59633027522935,2.1913991895349487,-0.0717512583125659,-0.020601253111666384,run-7a68eda524c748bf,154,109,2929,2015-01-02,2026-08-26,False,0.2327
3,cash,monthly,4.407130147736269,0.15633377280261773,-0.3353016078988863,0.756,1.4891520893628014,0.9352907274312309,87.684,3.4089403636570994,-0.033335926894561,0.01781407830633852,run-b9cd36b0f209114b,316,250,2929,2015-01-02,2026-08-26,False,0.274
3,cash,quarterly,4.102137034270853,0.15057012230044076,-0.36732660145628104,0.7906976744186046,1.1218961003393513,0.890218945517044,128.2906976744186,2.0966846661675804,-0.03909957739673797,0.012050427804161545,run-1c026d81ef51b3bd,130,86,2929,2015-01-02,2026-08-26,False,0.2703
3,equal,monthly,5.0340366859574655,0.1673026482018376,-0.3353016078988862,0.7659574468085106,1.4949479372326924,1.0065280473408784,88.60992907801419,3.533597588349076,-0.022367051495341128,0.02878295370555839,run-a2af4be50b3e14c3,353,282,2929,2015-01-02,2026-08-26,False,0.2591
3,equal,quarterly,4.081988851735415,0.1501783702351449,-0.36732660145628104,0.7857142857142857,1.1266175049802067,0.8615773073948427,138.75510204081633,2.062429460731703,-0.03949132946203382,0.011658675738865698,run-4c9996c15582fcf7,141,98,2929,2015-01-02,2026-08-26,False,0.2199
6,cash,monthly,5.768064076235688,0.1788930310231025,-0.21139362104581827,0.7589285714285714,1.593235982274035,1.2381617582764142,100.70089285714286,3.227083773825718,-0.010776668674076229,0.04037333652682329,run-08bcf7fb56c6981c,275,224,2929,2015-01-02,2026-08-26,False,0.268
6,cash,quarterly,2.8570215344908916,0.12319747954426719,-0.36732660145628104,0.7625,1.4222823690075188,0.6471013574596428,141.125,1.7511587227895178,-0.06647222015291154,-0.015322214952012025,run-4435e9242b89d1ef,114,80,2929,2015-01-02,2026-08-26,False,0.2351
6,equal,monthly,3.892362304216997,0.14642016079843057,-0.3499494159383215,0.7056451612903226,1.48138097342154,0.8209280028704876,97.9475806451613,3.3526317144858826,-0.04324953889874816,0.007900466302151354,run-3bf75dc4c93d2a68,305,248,2929,2015-01-02,2026-08-26,False,0.305
6,equal,quarterly,2.6270071663375933,0.11726927366215167,-0.36732660145628104,0.75,1.3117831806278408,0.5860120101289853,164.17391304347825,1.7658915493612537,-0.07240042603502705,-0.021250420834127537,run-b20065455058a518,127,92,2929,2015-01-02,2026-08-26,False,0.219
