proxy,entry,exit,top_n,k,n_entries,avg_hold_days,avg_slots_filled,pct_days_empty,pct_days_full,turnover_ann,maxdd_port,maxdd_pick,port_cagr_0,pick_cagr_0,port_cagr_15,pick_cagr_15,port_cagr_25,pick_cagr_25,port_cagr_50,pick_cagr_50,pick_month_mean_pct,spy_month_mean_pct,spy_cagr,xlk_cagr,pool_ew_cagr,rand_p5,rand_p50,rand_p95,vs_spy,vs_xlk,vs_pool,port_vs_spy,port_vs_xlk,beats_rand
low_vol,rsi2w_lt10,rsi2d_gt90,3,6,1204,12.3,2.72,19.4,20.1,18.47,-53.26,-54.23,9.95,7.84,6.946,2.054,4.988,-1.635,0.245,-10.302,0.298,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-8.849,-13.605,-8.948,-3.957,-8.713,False
low_vol,rsi2w_lt10,rsi2d_gt90,3,10,1460,12.5,3.34,18.6,8.2,13.446,-51.75,-53.48,10.571,8.149,8.364,1.943,6.917,-2.002,3.381,-11.232,0.291,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-8.96,-13.716,-9.059,-2.539,-7.295,False
low_vol,rsi2w_lt10,rsi2d_gt90,3,15,1582,12.5,3.64,18.1,2.9,9.715,-51.16,-51.52,11.007,8.504,9.402,2.091,8.345,-1.981,5.745,-11.491,0.303,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-8.812,-13.568,-8.911,-1.501,-6.257,False
low_vol,rsi2w_lt10,death_cross,3,6,5078,1.8,1.67,33.6,6.9,78.099,-72.7,-98.61,9.629,6.421,-2.49,-17.763,-9.823,-30.779,-25.854,-55.074,-1.47,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-28.666,-33.422,-28.765,-13.393,-18.149,False
low_vol,rsi2w_lt10,death_cross,3,10,5487,1.8,1.8,33.4,1.8,50.636,-64.69,-98.87,10.438,6.392,2.365,-18.563,-2.69,-31.891,-14.274,-56.513,-1.552,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-29.466,-34.222,-29.565,-8.538,-13.294,False
low_vol,rsi2w_lt10,death_cross,3,15,5580,1.8,1.83,33.4,0.2,34.33,-61.71,-98.77,10.689,6.871,5.138,-18.235,1.591,-31.638,-6.768,-56.387,-1.518,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-29.138,-33.894,-29.237,-5.765,-10.521,False
low_vol,rsi2w_lt10,trail_10,3,6,271,118.3,5.89,0.2,93.8,4.11,-42.76,-41.25,9.435,9.521,8.764,8.739,8.319,8.221,7.215,6.933,0.768,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-2.164,-6.92,-2.263,-2.139,-6.895,False
low_vol,rsi2w_lt10,trail_10,3,10,452,117.2,9.72,0.2,87.8,4.137,-45.62,-43.02,9.719,9.935,9.042,9.106,8.592,8.556,7.476,7.19,0.797,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.797,-6.553,-1.896,-1.861,-6.617,True
low_vol,rsi2w_lt10,trail_10,3,15,661,118.5,14.37,0.2,77.3,4.045,-42.1,-40.19,10.633,10.703,9.965,9.88,9.522,9.334,8.422,7.98,0.851,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-1.023,-5.779,-1.122,-0.938,-5.694,True
low_vol,rsi2w_lt10,trail_20,3,6,72,452.0,5.97,0.2,98.3,1.047,-54.52,-54.58,8.96,9.015,8.791,8.85,8.678,8.741,8.396,8.468,0.78,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-2.053,-6.809,-2.152,-2.112,-6.868,False
low_vol,rsi2w_lt10,trail_20,3,10,118,459.0,9.94,0.2,97.2,1.053,-44.78,-45.01,9.62,9.603,9.449,9.428,9.334,9.312,9.049,9.022,0.817,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.475,-6.231,-1.574,-1.454,-6.21,True
low_vol,rsi2w_lt10,trail_20,3,15,178,455.0,14.86,0.2,95.3,1.071,-44.32,-43.78,9.77,9.693,9.595,9.503,9.478,9.376,9.186,9.059,0.823,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-1.4,-6.156,-1.499,-1.308,-6.064,True
low_vol,rsi2w_lt10,time_3m,3,6,445,62.9,5.14,0.8,61.0,6.788,-44.79,-46.79,10.23,10.728,9.114,9.13,8.376,8.076,6.551,5.481,0.835,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.773,-6.529,-1.872,-1.789,-6.545,False
low_vol,rsi2w_lt10,time_3m,3,10,673,63.0,7.78,0.9,40.6,6.178,-42.23,-45.34,10.956,11.336,9.933,9.723,9.257,8.66,7.582,6.045,0.866,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.18,-5.936,-1.279,-0.97,-5.726,True
low_vol,rsi2w_lt10,time_3m,3,15,896,63.3,10.41,0.5,23.3,5.492,-44.22,-45.09,11.146,12.231,10.235,10.535,9.632,9.418,8.137,6.672,0.928,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.368,-5.124,-0.467,-0.668,-5.424,True
low_vol,rsi2w_lt10,time_6m,3,6,246,124.1,5.6,0.3,79.2,3.725,-44.99,-45.05,12.65,13.181,12.022,12.434,11.606,11.938,10.571,10.708,1.085,0.958,10.903,15.659,11.002,5.074,7.265,9.545,1.531,-3.225,1.432,1.119,-3.637,True
low_vol,rsi2w_lt10,time_6m,3,10,397,124.3,9.05,0.2,63.7,3.629,-49.48,-49.9,11.404,11.233,10.799,10.486,10.398,9.991,9.401,8.762,0.921,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-0.417,-5.173,-0.516,-0.104,-4.86,True
low_vol,rsi2w_lt10,time_6m,3,15,566,124.2,12.9,0.2,44.9,3.46,-46.57,-46.96,11.538,11.667,10.961,10.918,10.578,10.421,9.626,9.187,0.946,0.958,10.903,15.659,11.002,6.361,7.428,8.524,0.015,-4.741,-0.084,0.058,-4.698,True
low_vol,rsi2w_lt10,drop_out,3,6,76,422.3,5.89,0.2,91.3,1.108,-41.05,-42.08,10.094,10.135,9.912,9.948,9.79,9.824,9.487,9.514,0.869,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-0.955,-5.711,-1.054,-0.991,-5.747,True
low_vol,rsi2w_lt10,drop_out,3,10,142,374.1,9.75,0.2,82.7,1.274,-37.32,-37.32,9.938,9.996,9.728,9.776,9.589,9.629,9.24,9.263,0.85,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.127,-5.883,-1.226,-1.175,-5.931,True
low_vol,rsi2w_lt10,drop_out,3,15,243,321.3,14.33,0.2,66.2,1.471,-40.38,-37.26,10.711,10.983,10.467,10.721,10.305,10.547,9.9,10.113,0.917,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.182,-4.938,-0.281,-0.436,-5.192,True
low_vol,dd_5,rsi2d_gt90,3,6,2894,10.6,5.63,0.5,84.1,44.544,-50.75,-53.58,10.199,10.416,3.072,2.287,-1.425,-2.802,-11.837,-14.459,0.282,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-8.616,-13.372,-8.715,-7.831,-12.587,False
low_vol,dd_5,rsi2d_gt90,3,10,4286,10.8,8.53,0.5,62.9,39.582,-51.73,-52.65,11.582,11.571,5.148,3.267,1.063,-1.926,-8.474,-13.808,0.353,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-7.636,-12.392,-7.735,-5.755,-10.511,False
low_vol,dd_5,rsi2d_gt90,3,15,5487,11.0,11.06,0.5,38.5,33.782,-47.74,-49.91,12.407,12.503,6.852,3.913,3.3,-1.45,-5.076,-13.69,0.404,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-6.99,-11.746,-7.089,-4.051,-8.807,False
low_vol,dd_5,death_cross,3,6,8990,3.6,5.95,0.0,96.5,138.373,-93.81,-94.39,8.524,8.425,-11.823,-12.202,-23.235,-23.739,-45.752,-46.414,-0.992,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-23.105,-27.861,-23.204,-22.726,-27.482,False
low_vol,dd_5,death_cross,3,10,14973,3.5,9.53,0.0,80.4,138.278,-93.48,-95.53,8.697,8.618,-11.669,-13.178,-23.093,-25.236,-45.631,-48.589,-1.087,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-24.081,-28.837,-24.18,-22.572,-27.328,False
low_vol,dd_5,death_cross,3,15,19697,3.6,12.93,0.0,45.6,121.27,-86.3,-95.03,9.81,9.461,-8.455,-12.621,-18.92,-24.822,-40.17,-48.417,-1.032,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-23.524,-28.28,-23.623,-19.358,-24.114,False
low_vol,dd_5,trail_10,3,6,264,123.8,6.0,0.0,99.9,4.063,-45.43,-45.43,8.406,8.51,7.75,7.853,7.315,7.417,6.233,6.334,0.696,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-3.05,-7.806,-3.149,-3.153,-7.909,False
low_vol,dd_5,trail_10,3,10,453,120.2,9.99,0.0,99.8,4.184,-48.83,-48.83,9.237,9.355,8.558,8.67,8.106,8.216,6.986,7.087,0.759,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-2.233,-6.989,-2.332,-2.345,-7.101,False
low_vol,dd_5,trail_10,3,15,731,111.7,14.98,0.0,99.7,4.501,-49.81,-49.81,9.013,9.144,8.282,8.405,7.798,7.914,6.594,6.697,0.737,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-2.498,-7.254,-2.597,-2.621,-7.377,False
low_vol,dd_5,trail_20,3,6,63,518.7,6.0,0.0,99.9,0.97,-52.55,-52.55,9.34,9.442,9.181,9.284,9.075,9.179,8.811,8.916,0.815,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.619,-6.375,-1.718,-1.722,-6.478,False
low_vol,dd_5,trail_20,3,10,108,504.2,9.99,0.0,99.8,0.997,-47.39,-47.39,9.444,9.562,9.282,9.395,9.174,9.284,8.904,9.006,0.816,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.508,-6.264,-1.607,-1.621,-6.377,True
low_vol,dd_5,trail_20,3,15,176,463.9,14.98,0.0,99.8,1.084,-44.2,-44.2,8.463,8.598,8.288,8.415,8.172,8.294,7.882,7.991,0.735,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-2.488,-7.244,-2.587,-2.615,-7.371,False
low_vol,dd_5,time_3m,3,6,512,63.6,5.97,0.0,98.9,7.881,-49.16,-49.16,9.854,10.073,8.564,8.769,7.712,7.908,5.61,5.783,0.786,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-2.134,-6.89,-2.233,-2.339,-7.095,False
low_vol,dd_5,time_3m,3,10,844,63.7,9.87,0.0,93.3,7.794,-51.34,-51.34,9.798,10.045,8.522,8.731,7.68,7.864,5.601,5.724,0.775,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-2.172,-6.928,-2.271,-2.381,-7.137,False
low_vol,dd_5,time_3m,3,15,1230,63.6,14.35,0.0,79.9,7.573,-46.14,-46.16,10.46,10.728,9.212,9.383,8.388,8.496,6.354,6.308,0.823,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-1.52,-6.276,-1.619,-1.691,-6.447,True
low_vol,dd_5,time_6m,3,6,258,126.3,5.98,0.0,98.6,3.971,-37.29,-37.29,11.702,11.912,11.038,11.24,10.598,10.794,9.504,9.685,0.959,0.958,10.903,15.659,11.002,5.074,7.265,9.545,0.337,-4.419,0.238,0.135,-4.621,True
low_vol,dd_5,time_6m,3,10,430,125.9,9.93,0.0,97.4,3.971,-40.13,-40.13,11.573,11.834,10.911,11.147,10.471,10.692,9.379,9.561,0.955,0.958,10.903,15.659,11.002,5.825,7.384,8.944,0.244,-4.512,0.145,0.008,-4.748,True
low_vol,dd_5,time_6m,3,15,643,125.5,14.81,0.0,92.8,3.959,-43.1,-43.1,11.376,11.524,10.717,10.827,10.279,10.365,9.193,9.217,0.932,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.076,-4.832,-0.175,-0.186,-4.942,True
low_vol,dd_5,drop_out,3,6,71,460.3,6.0,0.0,99.9,1.093,-37.55,-37.55,10.788,10.892,10.607,10.711,10.486,10.591,10.184,10.291,0.923,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-0.192,-4.948,-0.291,-0.296,-5.052,True
low_vol,dd_5,drop_out,3,10,121,449.9,9.99,0.0,99.6,1.117,-40.86,-40.86,10.385,10.502,10.201,10.313,10.078,10.186,9.771,9.872,0.891,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-0.59,-5.346,-0.689,-0.702,-5.458,True
low_vol,dd_5,drop_out,3,15,234,348.7,14.97,0.0,98.8,1.441,-41.64,-41.64,10.446,10.59,10.208,10.343,10.049,10.179,9.654,9.769,0.889,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.56,-5.316,-0.659,-0.695,-5.451,True
low_vol,dd_10,rsi2d_gt90,3,6,1838,11.5,3.86,9.9,40.4,28.29,-49.83,-61.82,10.992,8.741,6.378,1.738,3.407,-2.683,-3.669,-12.927,0.278,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-9.165,-13.921,-9.264,-4.525,-9.281,False
low_vol,dd_10,rsi2d_gt90,3,10,2376,11.6,5.05,9.7,22.6,21.943,-49.81,-60.65,11.857,9.266,8.233,2.041,5.882,-2.513,0.222,-13.04,0.298,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-8.862,-13.618,-8.961,-2.67,-7.426,False
low_vol,dd_10,rsi2d_gt90,3,15,2718,11.8,5.87,9.7,10.7,16.734,-48.47,-59.83,12.485,10.072,9.696,2.732,7.875,-1.892,3.451,-12.573,0.355,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-8.171,-12.927,-8.27,-1.207,-5.963,False
low_vol,dd_10,death_cross,3,6,8355,2.6,4.03,2.8,38.4,128.599,-90.06,-99.17,9.535,9.385,-9.685,-19.363,-20.6,-34.224,-42.492,-60.533,-1.62,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-30.266,-35.022,-30.365,-20.588,-25.344,False
low_vol,dd_10,death_cross,3,10,10546,2.6,5.05,1.9,17.2,97.394,-72.13,-99.09,10.954,10.579,-4.127,-19.063,-13.034,-34.296,-31.871,-61.049,-1.6,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-29.966,-34.722,-30.065,-15.03,-19.786,False
low_vol,dd_10,death_cross,3,15,11567,2.6,5.61,1.9,6.8,71.215,-68.32,-99.18,11.181,10.734,-0.081,-19.43,-6.953,-34.854,-22.152,-61.77,-1.643,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-30.333,-35.089,-30.432,-10.984,-15.74,False
low_vol,dd_10,trail_10,3,6,302,107.8,5.98,0.2,99.3,4.648,-41.91,-41.91,8.665,8.774,7.914,8.011,7.416,7.506,6.179,6.252,0.714,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-2.892,-7.648,-2.991,-2.989,-7.745,False
low_vol,dd_10,trail_10,3,10,513,105.4,9.93,0.2,97.7,4.738,-48.23,-48.23,9.224,9.387,8.455,8.601,7.945,8.079,6.68,6.785,0.756,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-2.302,-7.058,-2.401,-2.448,-7.204,False
low_vol,dd_10,trail_10,3,15,784,102.8,14.8,0.2,93.0,4.827,-46.61,-46.64,9.848,10.033,9.059,9.218,8.536,8.677,7.239,7.336,0.799,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-1.685,-6.441,-1.784,-1.844,-6.6,True
low_vol,dd_10,trail_20,3,6,70,465.2,5.98,0.2,99.2,1.077,-49.29,-49.29,11.001,11.112,10.823,10.924,10.704,10.798,10.408,10.484,0.942,0.958,10.903,15.659,11.002,5.074,7.265,9.545,0.021,-4.735,-0.078,-0.08,-4.836,True
low_vol,dd_10,trail_20,3,10,111,487.7,9.93,0.2,98.5,1.025,-46.13,-46.13,9.897,10.065,9.73,9.883,9.618,9.762,9.339,9.459,0.857,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.02,-5.776,-1.119,-1.173,-5.929,True
low_vol,dd_10,trail_20,3,15,169,479.3,14.86,0.2,98.3,1.04,-45.25,-45.25,10.38,10.589,10.21,10.4,10.096,10.275,9.813,9.961,0.888,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.503,-5.259,-0.602,-0.693,-5.449,True
low_vol,dd_10,time_3m,3,6,457,63.5,5.32,0.6,72.6,7.034,-46.65,-46.65,11.265,12.311,10.097,10.859,9.325,9.902,7.418,7.541,0.973,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-0.044,-4.8,-0.143,-0.806,-5.562,True
low_vol,dd_10,time_3m,3,10,676,63.5,7.88,0.7,49.2,6.243,-46.96,-47.11,11.146,11.943,10.11,10.461,9.425,9.484,7.73,7.077,0.928,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-0.442,-5.198,-0.541,-0.793,-5.549,True
low_vol,dd_10,time_3m,3,15,859,63.6,10.02,0.7,30.8,5.289,-46.52,-46.29,10.047,10.619,9.178,9.103,8.602,8.104,7.176,5.644,0.825,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-1.8,-6.556,-1.899,-1.725,-6.481,True
low_vol,dd_10,time_6m,3,6,247,125.8,5.7,0.2,84.3,3.802,-53.3,-53.3,9.612,10.062,8.988,9.353,8.574,8.883,7.546,7.716,0.851,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.55,-6.306,-1.649,-1.915,-6.671,False
low_vol,dd_10,time_6m,3,10,390,125.4,8.98,0.2,66.1,3.602,-41.85,-41.85,11.023,11.811,10.425,11.065,10.029,10.57,9.043,9.342,0.961,0.958,10.903,15.659,11.002,5.825,7.384,8.944,0.162,-4.594,0.063,-0.478,-5.234,True
low_vol,dd_10,time_6m,3,15,530,125.4,12.19,0.2,44.6,3.263,-44.17,-44.69,11.705,12.2,11.159,11.427,10.797,10.915,9.897,9.643,0.989,0.958,10.903,15.659,11.002,6.361,7.428,8.524,0.524,-4.232,0.425,0.256,-4.5,True
low_vol,dd_10,drop_out,3,6,88,367.4,5.93,0.2,95.3,1.354,-48.4,-48.4,10.841,11.008,10.616,10.766,10.467,10.605,10.093,10.203,0.941,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-0.137,-4.893,-0.236,-0.287,-5.043,True
low_vol,dd_10,drop_out,3,10,161,331.6,9.8,0.2,89.8,1.487,-42.15,-42.15,11.702,11.927,11.453,11.653,11.288,11.471,10.875,11.016,0.997,0.958,10.903,15.659,11.002,5.825,7.384,8.944,0.75,-4.006,0.651,0.55,-4.206,True
low_vol,dd_10,drop_out,3,15,271,282.2,14.04,0.2,64.8,1.668,-42.91,-42.75,10.738,10.843,10.462,10.527,10.278,10.316,9.819,9.791,0.907,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.376,-5.132,-0.475,-0.441,-5.197,True
low_vol,dd_15,rsi2d_gt90,3,6,965,12.1,2.14,33.1,16.8,14.853,-44.29,-68.83,11.631,3.97,9.169,-0.523,7.558,-3.413,3.629,-10.286,0.124,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-11.426,-16.182,-11.525,-1.734,-6.49,False
low_vol,dd_15,rsi2d_gt90,3,10,1154,12.3,2.6,33.1,7.0,10.657,-49.43,-66.65,12.196,4.84,10.416,0.329,9.244,-2.573,6.368,-9.477,0.196,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-10.574,-15.33,-10.673,-0.487,-5.243,False
low_vol,dd_15,rsi2d_gt90,3,15,1253,12.4,2.86,33.1,3.5,7.714,-46.86,-66.91,12.357,5.177,11.064,0.623,10.21,-2.306,8.104,-9.271,0.22,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-10.28,-15.036,-10.379,0.161,-4.595,False
low_vol,dd_15,death_cross,3,6,4663,2.3,1.96,31.1,12.9,71.772,-70.83,-95.35,12.187,9.536,0.736,-11.923,-6.249,-23.862,-21.687,-47.158,-0.899,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-22.826,-27.582,-22.925,-10.167,-14.923,False
low_vol,dd_15,death_cross,3,10,5343,2.4,2.34,29.2,5.7,49.343,-68.58,-94.76,11.509,10.935,3.555,-11.39,-1.435,-23.744,-12.896,-47.672,-0.856,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-22.293,-27.049,-22.392,-7.348,-12.104,False
low_vol,dd_15,death_cross,3,15,5678,2.5,2.56,29.2,2.4,34.958,-64.63,-94.2,11.664,11.616,5.962,-10.975,2.321,-23.461,-6.253,-47.607,-0.818,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-21.878,-26.634,-21.977,-4.941,-9.697,False
low_vol,dd_15,trail_10,3,6,300,99.1,5.45,0.4,71.7,4.618,-47.02,-46.85,10.376,10.287,9.619,9.453,9.116,8.901,7.869,7.53,0.84,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.45,-6.206,-1.549,-1.284,-6.04,False
low_vol,dd_15,trail_10,3,10,493,92.4,8.36,0.4,47.2,4.553,-47.13,-47.94,10.646,10.886,9.897,10.019,9.4,9.445,8.167,8.021,0.881,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-0.884,-5.64,-0.983,-1.006,-5.762,True
low_vol,dd_15,trail_10,3,15,671,85.7,10.55,0.4,26.3,4.131,-42.36,-43.85,11.622,11.883,10.936,10.965,10.481,10.357,9.351,8.851,0.948,0.958,10.903,15.659,11.002,6.361,7.428,8.524,0.062,-4.694,-0.037,0.033,-4.723,True
low_vol,dd_15,trail_20,3,6,70,461.0,5.92,0.3,98.2,1.077,-49.21,-49.21,9.247,9.155,9.071,8.966,8.954,8.84,8.661,8.524,0.793,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.937,-6.693,-2.036,-1.832,-6.588,False
low_vol,dd_15,trail_20,3,10,126,423.2,9.79,0.3,95.6,1.164,-49.98,-49.98,10.852,10.803,10.659,10.592,10.531,10.452,10.212,10.103,0.917,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-0.311,-5.067,-0.41,-0.244,-5.0,True
low_vol,dd_15,trail_20,3,15,180,436.6,14.42,0.3,88.9,1.108,-45.86,-45.94,10.399,10.467,10.217,10.262,10.096,10.126,9.793,9.785,0.885,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.641,-5.397,-0.74,-0.686,-5.442,True
low_vol,dd_15,time_3m,3,6,297,63.6,3.46,14.5,35.7,4.571,-51.37,-52.81,10.317,9.777,9.565,8.53,9.066,7.705,7.827,5.669,0.835,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-2.373,-7.129,-2.472,-1.338,-6.094,False
low_vol,dd_15,time_3m,3,10,409,63.3,4.75,12.7,20.8,3.777,-41.63,-52.38,11.458,9.534,10.829,8.198,10.411,7.315,9.373,5.139,0.797,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-2.705,-7.461,-2.804,-0.074,-4.83,False
low_vol,dd_15,time_3m,3,15,483,63.5,5.63,12.7,10.8,2.974,-44.29,-53.01,11.681,9.873,11.184,8.518,10.854,7.624,10.033,5.418,0.823,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-2.385,-7.141,-2.484,0.281,-4.475,False
low_vol,dd_15,time_6m,3,6,179,125.9,4.14,4.2,45.3,2.755,-53.17,-54.53,10.358,9.896,9.903,9.169,9.601,8.686,8.849,7.488,0.869,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.734,-6.49,-1.833,-1.0,-5.756,False
low_vol,dd_15,time_6m,3,10,252,125.6,5.81,3.3,30.9,2.327,-45.44,-46.53,11.68,11.105,11.29,10.353,11.031,9.854,10.387,8.615,0.956,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-0.55,-5.306,-0.649,0.387,-4.369,True
low_vol,dd_15,time_6m,3,15,329,124.8,7.54,4.1,19.0,2.026,-45.67,-47.07,11.378,11.185,11.04,10.405,10.816,9.887,10.256,8.603,0.947,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.498,-5.254,-0.597,0.137,-4.619,True
low_vol,dd_15,drop_out,3,6,106,280.7,5.46,0.3,63.6,1.632,-44.79,-44.58,9.216,9.25,8.949,8.94,8.772,8.735,8.33,8.221,0.813,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.963,-6.719,-2.062,-1.954,-6.71,False
low_vol,dd_15,drop_out,3,10,170,262.1,8.18,0.3,41.1,1.57,-42.78,-41.95,10.391,10.612,10.132,10.278,9.959,10.056,9.529,9.503,0.902,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-0.625,-5.381,-0.724,-0.771,-5.527,True
low_vol,dd_15,drop_out,3,15,243,246.6,11.0,0.3,28.7,1.496,-45.99,-45.45,10.979,11.373,10.731,11.016,10.566,10.779,10.154,10.187,0.954,0.958,10.903,15.659,11.002,6.361,7.428,8.524,0.113,-4.643,0.014,-0.172,-4.928,True
low_vol,golden_cross,rsi2d_gt90,3,6,1438,9.4,2.47,11.9,6.9,22.134,-52.53,-61.74,11.364,12.355,7.728,3.715,5.368,-1.679,-0.309,-13.987,0.43,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-7.188,-11.944,-7.287,-3.175,-7.931,False
low_vol,golden_cross,rsi2d_gt90,3,10,1572,9.5,2.73,11.1,0.7,14.518,-53.93,-65.03,11.066,11.414,8.673,2.721,7.107,-2.7,3.287,-15.053,0.361,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-8.182,-12.938,-8.281,-2.23,-6.986,False
low_vol,golden_cross,rsi2d_gt90,3,15,1589,9.4,2.75,11.1,0.1,9.783,-54.14,-65.03,11.062,11.623,9.445,2.907,8.379,-2.528,5.759,-14.912,0.377,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-7.996,-12.752,-8.095,-1.458,-6.214,False
low_vol,golden_cross,death_cross,3,6,513,54.4,5.12,2.2,60.5,7.896,-53.78,-51.76,9.055,7.107,7.771,5.172,6.923,3.901,4.831,0.786,0.513,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-5.731,-10.487,-5.83,-3.132,-7.888,False
low_vol,golden_cross,death_cross,3,10,808,54.9,8.15,1.8,46.1,7.462,-54.26,-52.85,9.118,6.828,7.904,4.839,7.102,3.534,5.122,0.338,0.48,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-6.064,-10.82,-6.163,-2.999,-7.755,False
low_vol,golden_cross,death_cross,3,15,1142,54.9,11.51,1.3,31.1,7.031,-52.17,-45.59,9.557,7.108,8.408,5.085,7.649,3.757,5.773,0.509,0.495,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-5.818,-10.574,-5.917,-2.495,-7.251,False
low_vol,golden_cross,trail_10,3,6,207,146.7,5.57,1.4,78.8,3.186,-50.99,-44.64,10.557,10.622,10.03,9.89,9.68,9.403,8.81,8.196,0.867,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.013,-5.769,-1.112,-0.873,-5.629,True
low_vol,golden_cross,trail_10,3,10,355,138.5,9.02,1.4,67.4,3.278,-50.13,-47.08,9.431,8.787,8.895,7.999,8.538,7.477,7.653,6.182,0.713,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-2.904,-7.66,-3.003,-2.008,-6.764,False
low_vol,golden_cross,trail_10,3,15,525,136.3,13.13,1.4,54.9,3.232,-47.93,-43.42,9.94,9.504,9.409,8.675,9.056,8.126,8.179,6.764,0.764,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-2.228,-6.984,-2.327,-1.494,-6.25,True
low_vol,golden_cross,trail_20,3,6,60,531.9,5.86,0.5,93.5,0.924,-45.12,-39.27,10.517,9.732,10.365,9.504,10.263,9.353,10.009,8.975,0.838,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.399,-6.155,-1.498,-0.538,-5.294,False
