proxy,entry,exit,top_n,k,n_entries,avg_hold_days,avg_slots_filled,pct_days_empty,pct_days_full,turnover_ann,maxdd_port,maxdd_pick,port_cagr_0,pick_cagr_0,port_cagr_15,pick_cagr_15,port_cagr_25,pick_cagr_25,port_cagr_50,pick_cagr_50,pick_month_mean_pct,spy_month_mean_pct,spy_cagr,xlk_cagr,pool_ew_cagr,rand_p5,rand_p50,rand_p95,vs_spy,vs_xlk,vs_pool,port_vs_spy,port_vs_xlk,beats_rand
fwd_yield,dd_15,rsi2d_gt90,3,15,4608,10.5,8.92,1.6,22.6,28.349,-58.43,-62.04,17.663,21.94,12.764,12.362,9.611,6.393,2.103,-7.193,1.311,0.958,10.903,15.659,15.966,10.659,12.615,14.829,1.459,-3.297,-3.604,1.861,-2.895,False
fwd_yield,dd_15,death_cross,3,6,11121,2.6,5.26,0.6,71.2,171.112,-93.51,-97.83,17.231,16.133,-9.312,-14.551,-23.597,-30.383,-50.268,-58.343,-0.955,0.958,10.903,15.659,15.966,7.746,12.051,16.624,-25.454,-30.21,-30.517,-20.215,-24.971,False
fwd_yield,dd_15,death_cross,3,10,15772,2.6,7.52,0.7,44.9,145.62,-91.44,-99.29,13.481,11.64,-8.795,-19.215,-21.174,-34.913,-45.295,-62.131,-1.423,0.958,10.903,15.659,15.966,9.455,12.427,15.506,-30.118,-34.874,-35.181,-19.698,-24.454,False
fwd_yield,dd_15,death_cross,3,15,18588,2.7,9.18,0.7,17.9,114.414,-74.55,-99.06,16.261,15.292,-2.075,-17.017,-12.672,-33.381,-34.442,-61.588,-1.223,0.958,10.903,15.659,15.966,10.659,12.615,14.829,-27.92,-32.676,-32.983,-12.978,-17.734,False
fwd_yield,dd_15,trail_10,3,6,750,43.2,5.95,0.0,97.3,11.49,-66.84,-66.84,11.167,11.03,9.27,9.115,8.022,7.856,4.961,4.77,1.0,0.958,10.903,15.659,15.966,7.746,12.051,16.624,-1.788,-6.544,-6.851,-1.633,-6.389,False
fwd_yield,dd_15,trail_10,3,10,1189,45.1,9.85,0.0,93.1,10.948,-59.32,-59.32,13.59,13.538,11.742,11.656,10.526,10.419,7.541,7.382,1.16,0.958,10.903,15.659,15.966,9.455,12.427,15.506,0.753,-4.003,-4.31,0.839,-3.917,False
fwd_yield,dd_15,trail_10,3,15,1733,45.8,14.57,0.0,84.7,10.648,-59.53,-59.56,13.746,13.602,11.945,11.741,10.759,10.516,7.849,7.512,1.143,0.958,10.903,15.659,15.966,10.659,12.615,14.829,0.838,-3.918,-4.225,1.042,-3.714,False
fwd_yield,dd_15,trail_20,3,6,231,140.9,5.97,0.0,99.3,3.502,-67.89,-67.89,13.601,13.488,13.007,12.884,12.613,12.483,11.631,11.485,1.253,0.958,10.903,15.659,15.966,7.746,12.051,16.624,1.981,-2.775,-3.082,2.104,-2.652,False
fwd_yield,dd_15,trail_20,3,10,345,156.9,9.93,0.0,98.7,3.154,-52.25,-52.25,15.409,15.313,14.866,14.755,14.505,14.385,13.608,13.464,1.323,0.958,10.903,15.659,15.966,9.455,12.427,15.506,3.852,-0.904,-1.211,3.963,-0.793,False
fwd_yield,dd_15,trail_20,3,15,481,168.4,14.86,0.0,98.4,2.94,-52.59,-52.59,14.822,14.75,14.318,14.227,13.983,13.88,13.15,13.016,1.264,0.958,10.903,15.659,15.966,10.659,12.615,14.829,3.324,-1.432,-1.739,3.415,-1.341,False
fwd_yield,dd_15,time_3m,3,6,504,63.2,5.84,0.0,90.5,7.704,-72.99,-73.0,15.551,15.594,14.223,14.206,13.346,13.289,11.181,11.028,1.493,0.958,10.903,15.659,15.966,7.746,12.051,16.624,3.303,-1.453,-1.76,3.32,-1.436,False
fwd_yield,dd_15,time_3m,3,10,799,63.4,9.3,0.0,76.4,7.347,-60.33,-60.38,19.159,19.486,17.853,18.016,16.991,17.046,14.861,14.655,1.677,0.958,10.903,15.659,15.966,9.455,12.427,15.506,7.113,2.357,2.05,6.95,2.194,True
fwd_yield,dd_15,time_3m,3,15,1104,63.5,12.87,0.0,57.9,6.776,-56.75,-57.1,18.225,18.846,17.029,17.357,16.239,16.375,14.286,13.954,1.598,0.958,10.903,15.659,15.966,10.659,12.615,14.829,6.454,1.698,1.391,6.126,1.37,True
fwd_yield,dd_15,time_6m,3,6,262,123.2,5.92,0.0,96.1,3.979,-69.41,-69.41,16.108,16.096,15.417,15.377,14.959,14.9,13.819,13.716,1.597,0.958,10.903,15.659,15.966,7.746,12.051,16.624,4.474,-0.282,-0.589,4.514,-0.242,False
fwd_yield,dd_15,time_6m,3,10,426,124.5,9.73,0.0,87.7,3.902,-69.02,-69.12,14.642,14.806,13.973,14.101,13.529,13.634,12.425,12.473,1.424,0.958,10.903,15.659,15.966,9.455,12.427,15.506,3.198,-1.558,-1.865,3.07,-1.686,False
fwd_yield,dd_15,time_6m,3,15,616,124.7,14.09,0.0,74.2,3.771,-62.78,-62.81,14.045,14.005,13.402,13.297,12.975,12.827,11.915,11.662,1.332,0.958,10.903,15.659,15.966,10.659,12.615,14.829,2.394,-2.362,-2.669,2.499,-2.257,False
fwd_yield,dd_15,drop_out,3,6,191,169.8,5.95,0.0,97.2,2.886,-70.72,-70.72,16.37,16.372,15.866,15.851,15.531,15.505,14.698,14.644,1.604,0.958,10.903,15.659,15.966,7.746,12.051,16.624,4.948,0.192,-0.115,4.963,0.207,False
fwd_yield,dd_15,drop_out,3,10,386,137.5,9.74,0.0,87.5,3.532,-61.48,-61.42,19.348,19.324,18.717,18.653,18.297,18.208,17.255,17.102,1.718,0.958,10.903,15.659,15.966,9.455,12.427,15.506,7.75,2.994,2.687,7.814,3.058,True
fwd_yield,dd_15,drop_out,3,15,660,114.0,13.81,0.0,65.1,4.042,-58.18,-58.44,18.239,18.637,17.524,17.843,17.05,17.316,15.871,16.008,1.609,0.958,10.903,15.659,15.966,10.659,12.615,14.829,6.94,2.184,1.877,6.621,1.865,True
fwd_yield,golden_cross,rsi2d_gt90,3,6,1515,9.6,2.67,11.0,10.1,23.303,-52.63,-62.34,14.602,18.097,10.665,8.939,8.115,3.226,1.991,-9.801,1.016,0.958,10.903,15.659,15.966,7.746,12.051,16.624,-1.964,-6.72,-7.027,-0.238,-4.994,False
fwd_yield,golden_cross,rsi2d_gt90,3,10,1675,9.8,3.0,10.1,1.6,15.46,-50.21,-65.15,13.076,16.629,10.484,7.493,8.788,1.798,4.661,-11.176,0.894,0.958,10.903,15.659,15.966,9.455,12.427,15.506,-3.41,-8.166,-8.473,-0.419,-5.175,False
fwd_yield,golden_cross,rsi2d_gt90,3,15,1703,9.8,3.06,10.0,0.0,10.479,-50.53,-63.02,12.567,16.926,10.812,7.74,9.656,2.013,6.82,-11.026,0.913,0.958,10.903,15.659,15.966,10.659,12.615,14.829,-3.163,-7.919,-8.226,-0.091,-4.847,False
fwd_yield,golden_cross,death_cross,3,6,527,52.3,5.05,1.6,57.9,8.096,-50.6,-59.07,14.075,12.996,12.699,10.908,11.79,9.537,9.549,6.179,1.037,0.958,10.903,15.659,15.966,7.746,12.051,16.624,0.005,-4.751,-5.058,1.796,-2.96,False
fwd_yield,golden_cross,death_cross,3,10,832,52.7,8.05,1.1,42.5,7.67,-51.29,-49.28,14.103,13.184,12.798,11.08,11.936,9.699,9.81,6.318,1.008,0.958,10.903,15.659,15.966,9.455,12.427,15.506,0.177,-4.579,-4.886,1.895,-2.861,False
fwd_yield,golden_cross,death_cross,3,15,1188,51.6,11.25,0.6,28.8,7.305,-51.64,-48.2,13.632,12.54,12.394,10.357,11.576,8.925,9.557,5.425,0.958,0.958,10.903,15.659,15.966,10.659,12.615,14.829,-0.546,-5.302,-5.609,1.491,-3.265,False
fwd_yield,golden_cross,trail_10,3,6,369,77.4,5.24,2.2,67.3,5.68,-45.27,-49.98,12.939,11.867,11.981,10.516,11.347,9.624,9.777,7.423,0.957,0.958,10.903,15.659,15.966,7.746,12.051,16.624,-0.387,-5.143,-5.45,1.078,-3.678,False
fwd_yield,golden_cross,trail_10,3,10,588,77.9,8.41,1.8,51.8,5.426,-46.2,-52.16,13.803,12.178,12.881,10.817,12.27,9.919,10.758,7.704,0.972,0.958,10.903,15.659,15.966,9.455,12.427,15.506,-0.086,-4.842,-5.149,1.978,-2.778,False
fwd_yield,golden_cross,trail_10,3,15,861,74.9,11.84,1.4,35.6,5.298,-49.04,-56.46,13.33,11.766,12.433,10.316,11.839,9.359,10.368,7.001,0.931,0.958,10.903,15.659,15.966,10.659,12.615,14.829,-0.587,-5.343,-5.65,1.53,-3.226,False
fwd_yield,golden_cross,trail_20,3,6,109,288.3,5.77,0.1,87.7,1.67,-40.74,-38.1,10.626,11.496,10.349,11.128,10.165,10.882,9.707,10.272,0.994,0.958,10.903,15.659,15.966,7.746,12.051,16.624,0.225,-4.531,-4.838,-0.554,-5.31,False
fwd_yield,golden_cross,trail_20,3,10,173,301.1,9.56,0.1,83.1,1.593,-41.53,-36.76,12.582,13.289,12.313,12.922,12.135,12.678,11.689,12.07,1.107,0.958,10.903,15.659,15.966,9.455,12.427,15.506,2.019,-2.737,-3.044,1.41,-3.346,False
fwd_yield,golden_cross,trail_20,3,15,281,273.5,14.1,0.1,74.1,1.727,-43.8,-35.82,12.748,13.562,12.457,13.153,12.263,12.881,11.78,12.203,1.119,0.958,10.903,15.659,15.966,10.659,12.615,14.829,2.25,-2.506,-2.813,1.554,-3.202,False
fwd_yield,golden_cross,time_3m,3,6,455,63.8,5.33,0.1,64.8,6.996,-53.7,-58.17,10.858,10.599,9.701,9.015,8.936,7.97,7.045,5.401,0.917,0.958,10.903,15.659,15.966,7.746,12.051,16.624,-1.888,-6.644,-6.951,-1.202,-5.958,False
fwd_yield,golden_cross,time_3m,3,10,734,63.6,8.57,0.1,46.1,6.774,-55.5,-58.14,13.675,14.375,12.526,12.802,11.767,11.766,9.89,9.215,1.185,0.958,10.903,15.659,15.966,9.455,12.427,15.506,1.899,-2.857,-3.164,1.623,-3.133,False
fwd_yield,golden_cross,time_3m,3,15,1042,63.5,12.15,0.1,27.6,6.409,-53.34,-54.76,12.502,13.122,11.426,11.595,10.714,10.588,8.954,8.109,1.082,0.958,10.903,15.659,15.966,10.659,12.615,14.829,0.692,-4.064,-4.371,0.523,-4.233,False
fwd_yield,golden_cross,time_6m,3,6,247,125.2,5.68,0.1,81.1,3.802,-56.19,-59.57,7.965,7.244,7.351,6.489,6.943,5.988,5.93,4.745,0.714,0.958,10.903,15.659,15.966,7.746,12.051,16.624,-4.414,-9.17,-9.477,-3.552,-8.308,False
fwd_yield,golden_cross,time_6m,3,10,407,125.1,9.34,0.1,65.0,3.749,-53.99,-56.33,9.019,8.926,8.408,8.217,8.002,7.746,6.994,6.579,0.82,0.958,10.903,15.659,15.966,9.455,12.427,15.506,-2.686,-7.442,-7.749,-2.495,-7.251,False
fwd_yield,golden_cross,time_6m,3,15,586,126.0,13.55,0.1,50.6,3.608,-56.25,-56.16,9.785,10.17,9.192,9.444,8.799,8.963,7.822,7.769,0.924,0.958,10.903,15.659,15.966,10.659,12.615,14.829,-1.459,-6.215,-6.522,-1.711,-6.467,False
fwd_yield,golden_cross,drop_out,3,6,223,138.6,5.67,0.1,80.0,3.432,-62.68,-64.31,16.111,15.887,15.515,15.186,15.118,14.721,14.134,13.565,1.417,0.958,10.903,15.659,15.966,7.746,12.051,16.624,4.283,-0.473,-0.78,4.612,-0.144,False
fwd_yield,golden_cross,drop_out,3,10,452,110.2,9.14,0.1,60.5,4.165,-61.27,-63.57,15.58,15.49,14.859,14.651,14.382,14.096,13.196,12.718,1.374,0.958,10.903,15.659,15.966,9.455,12.427,15.506,3.748,-1.008,-1.315,3.956,-0.8,False
fwd_yield,golden_cross,drop_out,3,15,733,94.8,12.76,0.1,30.9,4.504,-59.61,-59.16,15.415,16.12,14.638,15.172,14.123,14.545,12.844,12.99,1.392,0.958,10.903,15.659,15.966,10.659,12.615,14.829,4.269,-0.487,-0.794,3.735,-1.021,True
fwd_yield,rsi2d_lt10,rsi2d_gt90,5,6,2097,14.1,5.44,0.3,74.8,32.208,-64.4,-82.46,15.119,13.232,9.689,6.154,6.21,1.679,-2.018,-8.714,0.853,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-4.749,-9.505,-9.782,-1.214,-5.97,False
fwd_yield,rsi2d_lt10,rsi2d_gt90,5,10,3380,13.9,8.62,0.1,60.1,31.169,-61.4,-78.63,16.714,14.229,11.384,6.694,7.965,1.944,-0.135,-9.042,0.843,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-4.209,-8.965,-9.242,0.481,-4.275,False
fwd_yield,rsi2d_lt10,rsi2d_gt90,5,15,4720,13.9,12.05,0.1,45.3,29.029,-54.02,-76.7,17.78,15.66,12.764,7.928,9.538,3.058,1.867,-8.19,0.93,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-2.975,-7.731,-8.008,1.861,-2.895,False
fwd_yield,rsi2d_lt10,death_cross,5,6,3123,9.7,5.54,0.8,80.2,47.977,-66.38,-68.95,12.281,14.759,4.489,5.18,-0.407,-0.765,-11.68,-14.224,0.635,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-5.723,-10.479,-10.756,-6.414,-11.17,False
fwd_yield,rsi2d_lt10,death_cross,5,10,5006,9.7,8.9,0.4,68.1,46.176,-57.68,-61.16,12.364,13.985,4.849,4.116,0.117,-1.991,-10.81,-15.762,0.507,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-6.787,-11.543,-11.82,-6.054,-10.81,False
fwd_yield,rsi2d_lt10,death_cross,5,15,7034,9.8,12.69,0.3,53.8,43.27,-53.95,-60.8,13.682,15.015,6.541,4.956,2.029,-1.264,-8.441,-15.272,0.564,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-5.947,-10.703,-10.98,-4.362,-9.118,False
fwd_yield,rsi2d_lt10,trail_10,5,6,588,55.5,5.99,0.0,99.1,8.981,-61.42,-61.45,16.195,16.287,14.643,14.725,13.619,13.696,11.096,11.159,1.36,0.958,10.903,15.659,15.936,7.684,11.943,16.535,3.822,-0.934,-1.211,3.74,-1.016,False
fwd_yield,rsi2d_lt10,trail_10,5,10,992,54.7,9.96,0.0,98.0,9.11,-57.51,-57.18,16.031,15.984,14.461,14.395,13.425,13.348,10.875,10.77,1.296,0.958,10.903,15.659,15.936,9.029,12.233,15.37,3.492,-1.264,-1.541,3.558,-1.198,False
fwd_yield,rsi2d_lt10,trail_10,5,15,1468,55.4,14.93,0.0,96.4,9.004,-53.99,-54.86,14.483,14.455,12.949,12.898,11.938,11.871,9.447,9.342,1.167,0.958,10.903,15.659,15.936,10.151,12.518,14.895,1.995,-2.761,-3.038,2.046,-2.71,False
fwd_yield,rsi2d_lt10,trail_20,5,6,192,170.2,6.0,0.0,99.8,2.886,-59.77,-59.96,12.246,12.317,11.763,11.84,11.441,11.522,10.64,10.733,1.138,0.958,10.903,15.659,15.936,7.684,11.943,16.535,0.937,-3.819,-4.096,0.86,-3.896,False
fwd_yield,rsi2d_lt10,trail_20,5,10,281,193.8,9.99,0.0,99.6,2.544,-51.6,-51.69,12.592,12.649,12.165,12.227,11.88,11.947,11.172,11.249,1.099,0.958,10.903,15.659,15.936,9.029,12.233,15.37,1.324,-3.432,-3.709,1.262,-3.494,False
fwd_yield,rsi2d_lt10,trail_20,5,15,424,192.6,14.98,0.0,98.9,2.577,-49.86,-49.94,12.309,12.36,11.877,11.934,11.59,11.65,10.875,10.944,1.075,0.958,10.903,15.659,15.936,10.151,12.518,14.895,1.031,-3.725,-4.002,0.974,-3.782,False
fwd_yield,rsi2d_lt10,time_3m,5,6,516,62.7,5.94,0.0,95.7,7.873,-59.29,-59.6,17.072,17.188,15.698,15.711,14.79,14.736,12.551,12.333,1.465,0.958,10.903,15.659,15.936,7.684,11.943,16.535,4.808,0.052,-0.225,4.795,0.039,False
fwd_yield,rsi2d_lt10,time_3m,5,10,851,63.2,9.87,0.0,93.0,7.808,-56.1,-55.75,15.69,15.843,14.343,14.399,13.453,13.446,11.257,11.096,1.341,0.958,10.903,15.659,15.936,9.029,12.233,15.37,3.496,-1.26,-1.537,3.44,-1.316,False
fwd_yield,rsi2d_lt10,time_3m,5,15,1269,63.3,14.75,0.0,87.9,7.773,-54.33,-54.19,16.986,16.922,15.63,15.435,14.734,14.453,12.525,12.035,1.397,0.958,10.903,15.659,15.936,10.151,12.518,14.895,4.532,-0.224,-0.501,4.727,-0.029,True
fwd_yield,rsi2d_lt10,time_6m,5,6,263,123.7,5.97,0.0,97.9,3.979,-57.64,-57.64,13.717,13.687,13.04,12.963,12.591,12.483,11.475,11.29,1.276,0.958,10.903,15.659,15.936,7.684,11.943,16.535,2.06,-2.696,-2.973,2.137,-2.619,False
fwd_yield,rsi2d_lt10,time_6m,5,10,437,123.8,9.93,0.0,96.4,3.98,-57.29,-57.81,18.127,17.834,17.425,17.073,16.958,16.568,15.8,15.314,1.53,0.958,10.903,15.659,15.936,9.029,12.233,15.37,6.17,1.414,1.137,6.522,1.766,True
fwd_yield,rsi2d_lt10,time_6m,5,15,652,124.3,14.87,0.0,93.9,3.977,-55.72,-55.79,16.403,16.385,15.711,15.659,15.252,15.177,14.112,13.981,1.399,0.958,10.903,15.659,15.936,10.151,12.518,14.895,4.756,0.0,-0.277,4.808,0.052,True
fwd_yield,rsi2d_lt10,drop_out,5,6,161,202.2,5.97,0.0,98.4,2.409,-65.12,-64.86,15.37,16.347,14.956,15.903,14.68,15.607,13.993,14.871,1.513,0.958,10.903,15.659,15.936,7.684,11.943,16.535,5.0,0.244,-0.033,4.053,-0.703,False
fwd_yield,rsi2d_lt10,drop_out,5,10,282,192.4,9.95,0.0,97.5,2.554,-60.88,-60.99,15.444,15.966,15.004,15.515,14.711,15.215,13.982,14.468,1.434,0.958,10.903,15.659,15.936,9.029,12.233,15.37,4.612,-0.144,-0.421,4.101,-0.655,True
fwd_yield,rsi2d_lt10,drop_out,5,15,486,167.1,14.9,0.0,95.6,2.955,-54.0,-54.15,16.329,16.601,15.814,16.074,15.473,15.723,14.622,14.852,1.436,0.958,10.903,15.659,15.936,10.151,12.518,14.895,5.171,0.415,0.138,4.911,0.155,True
fwd_yield,rsi2w_lt10,rsi2d_gt90,5,6,1886,11.4,3.94,6.9,41.3,28.991,-66.33,-72.87,15.333,11.791,10.425,3.979,7.269,-0.931,-0.241,-12.234,0.626,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-6.924,-11.68,-11.957,-0.478,-5.234,False
fwd_yield,rsi2w_lt10,rsi2d_gt90,5,10,2479,11.7,5.32,6.2,24.1,22.871,-61.41,-70.08,14.447,12.271,10.589,4.145,8.088,-0.95,2.077,-12.647,0.627,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-6.758,-11.514,-11.791,-0.314,-5.07,False
fwd_yield,rsi2w_lt10,rsi2d_gt90,5,15,2929,11.9,6.37,5.8,13.0,18.018,-63.16,-74.62,13.836,11.834,10.802,3.398,8.824,-1.878,4.029,-13.949,0.545,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-7.505,-12.261,-12.538,-0.101,-4.857,False
fwd_yield,rsi2w_lt10,death_cross,5,6,9539,1.6,2.77,15.9,20.5,146.777,-92.34,-99.88,12.359,8.812,-9.854,-26.603,-22.181,-43.586,-46.157,-70.854,-2.152,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-37.506,-42.262,-42.539,-20.757,-25.513,False
fwd_yield,rsi2w_lt10,death_cross,5,10,11301,1.6,3.28,14.8,8.5,104.339,-80.86,-99.94,11.919,7.068,-4.3,-28.774,-13.795,-45.767,-33.64,-72.644,-2.413,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-39.677,-44.433,-44.71,-15.203,-19.959,False
fwd_yield,rsi2w_lt10,death_cross,5,15,12153,1.6,3.51,14.5,2.9,74.805,-70.5,-99.92,12.166,8.949,0.26,-28.0,-6.973,-45.424,-22.872,-72.791,-2.33,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-38.903,-43.659,-43.936,-10.643,-15.399,False
fwd_yield,rsi2w_lt10,trail_10,5,6,559,57.3,5.88,0.1,93.7,8.566,-71.36,-69.32,13.801,13.594,12.348,12.021,11.389,10.984,9.025,8.428,1.141,0.958,10.903,15.659,15.936,7.684,11.943,16.535,1.118,-3.638,-3.915,1.445,-3.311,False
fwd_yield,rsi2w_lt10,trail_10,5,10,899,58.9,9.72,0.1,89.3,8.279,-62.51,-60.81,14.962,14.759,13.545,13.173,12.61,12.128,10.305,9.553,1.191,0.958,10.903,15.659,15.936,9.029,12.233,15.37,2.27,-2.486,-2.763,2.642,-2.114,False
fwd_yield,rsi2w_lt10,trail_10,5,15,1350,58.3,14.44,0.1,82.3,8.296,-63.12,-63.04,12.378,12.026,10.992,10.462,10.076,9.431,7.819,6.894,0.988,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-0.441,-5.197,-5.474,0.089,-4.667,False
fwd_yield,rsi2w_lt10,trail_20,5,6,194,167.9,5.98,0.1,98.2,2.948,-61.25,-61.14,11.932,12.167,11.439,11.67,11.111,11.339,10.296,10.517,1.121,0.958,10.903,15.659,15.936,7.684,11.943,16.535,0.767,-3.989,-4.266,0.536,-4.22,False
fwd_yield,rsi2w_lt10,trail_20,5,10,312,173.6,9.94,0.1,97.1,2.858,-57.26,-57.53,13.456,13.76,12.973,13.267,12.652,12.94,11.853,12.124,1.211,0.958,10.903,15.659,15.936,9.029,12.233,15.37,2.364,-2.392,-2.669,2.07,-2.686,False
fwd_yield,rsi2w_lt10,trail_20,5,15,441,183.8,14.87,0.1,94.8,2.7,-60.15,-59.21,12.657,13.035,12.204,12.567,11.903,12.256,11.152,11.481,1.137,0.958,10.903,15.659,15.936,10.151,12.518,14.895,1.664,-3.092,-3.369,1.301,-3.455,False
fwd_yield,rsi2w_lt10,time_3m,5,6,492,63.2,5.71,0.1,82.2,7.534,-65.22,-65.55,18.981,19.787,17.643,18.272,16.759,17.272,14.577,14.808,1.719,0.958,10.903,15.659,15.936,7.684,11.943,16.535,7.369,2.613,2.336,6.74,1.984,True
fwd_yield,rsi2w_lt10,time_3m,5,10,801,63.4,9.31,0.1,71.5,7.374,-60.91,-62.58,17.16,18.214,15.871,16.738,15.019,15.764,12.917,13.363,1.531,0.958,10.903,15.659,15.936,9.029,12.233,15.37,5.835,1.079,0.802,4.968,0.212,True
fwd_yield,rsi2w_lt10,time_3m,5,15,1136,63.5,13.24,0.1,56.2,6.976,-59.78,-61.65,16.042,17.124,14.835,15.636,14.037,14.654,12.066,12.236,1.438,0.958,10.903,15.659,15.936,10.151,12.518,14.895,4.733,-0.023,-0.3,3.932,-0.824,True
fwd_yield,rsi2w_lt10,time_6m,5,6,258,123.9,5.87,0.1,91.7,3.933,-61.23,-60.77,15.777,16.345,15.095,15.558,14.643,15.036,13.52,13.739,1.454,0.958,10.903,15.659,15.936,7.684,11.943,16.535,4.655,-0.101,-0.378,4.192,-0.564,False
fwd_yield,rsi2w_lt10,time_6m,5,10,424,124.8,9.71,0.1,85.1,3.893,-65.36,-65.46,13.184,13.561,12.525,12.838,12.088,12.359,11.003,11.168,1.254,0.958,10.903,15.659,15.936,9.029,12.233,15.37,1.935,-2.821,-3.098,1.622,-3.134,False
fwd_yield,rsi2w_lt10,time_6m,5,15,625,125.2,14.36,0.1,75.6,3.833,-60.3,-60.31,12.232,12.641,11.589,11.937,11.163,11.469,10.104,10.308,1.142,0.958,10.903,15.659,15.936,10.151,12.518,14.895,1.034,-3.722,-3.999,0.686,-4.07,False
fwd_yield,rsi2w_lt10,drop_out,5,6,140,231.2,5.94,0.1,95.7,2.116,-54.54,-54.4,17.524,18.075,17.152,17.693,16.905,17.44,16.288,16.807,1.584,0.958,10.903,15.659,15.936,7.684,11.943,16.535,6.79,2.034,1.757,6.249,1.493,True
fwd_yield,rsi2w_lt10,drop_out,5,10,264,203.5,9.86,0.1,92.0,2.415,-57.42,-56.98,13.452,13.692,13.042,13.269,12.77,12.988,12.091,12.288,1.242,0.958,10.903,15.659,15.936,9.029,12.233,15.37,2.366,-2.39,-2.667,2.139,-2.617,False
fwd_yield,rsi2w_lt10,drop_out,5,15,469,169.7,14.61,0.1,81.8,2.872,-53.81,-53.65,13.939,14.311,13.45,13.796,13.125,13.453,12.315,12.6,1.261,0.958,10.903,15.659,15.936,10.151,12.518,14.895,2.893,-1.863,-2.14,2.547,-2.209,False
fwd_yield,dd_5,rsi2d_gt90,5,6,3328,9.8,6.0,0.0,99.9,51.178,-73.76,-73.76,14.479,14.575,6.016,6.11,0.72,0.813,-11.405,-11.315,0.794,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-4.793,-9.549,-9.826,-4.887,-9.643,False
fwd_yield,dd_5,rsi2d_gt90,5,10,5535,9.8,9.98,0.0,99.0,51.08,-61.76,-61.76,17.883,17.939,9.185,9.217,3.742,3.76,-8.719,-8.731,0.981,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-1.686,-6.442,-6.719,-1.718,-6.474,False
fwd_yield,dd_5,rsi2d_gt90,5,15,8183,9.9,14.83,0.0,94.4,50.356,-54.3,-54.3,19.256,19.19,10.577,10.351,5.142,4.821,-7.317,-7.831,1.033,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-0.552,-5.308,-5.585,-0.326,-5.082,False
fwd_yield,dd_5,death_cross,5,6,8739,3.7,6.0,0.0,100.0,134.433,-87.13,-87.13,15.499,15.589,-5.599,-5.518,-17.491,-17.417,-41.113,-41.053,-0.2,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-16.421,-21.177,-21.454,-16.502,-21.258,False
fwd_yield,dd_5,death_cross,5,10,14790,3.7,10.0,0.0,100.0,136.546,-86.68,-86.68,15.234,15.325,-6.11,-6.03,-18.109,-18.035,-41.855,-41.795,-0.292,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-16.933,-21.689,-21.966,-17.013,-21.769,False
fwd_yield,dd_5,death_cross,5,15,22745,3.6,14.99,0.0,99.8,140.005,-89.63,-89.66,15.399,15.484,-6.464,-6.399,-18.701,-18.646,-42.774,-42.739,-0.34,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-17.302,-22.058,-22.335,-17.367,-22.123,False
fwd_yield,dd_5,trail_10,5,6,664,49.2,6.0,0.0,100.0,10.174,-61.56,-61.56,18.307,18.4,16.52,16.619,15.342,15.446,12.448,12.562,1.527,0.958,10.903,15.659,15.936,7.684,11.943,16.535,5.716,0.96,0.683,5.617,0.861,True
fwd_yield,dd_5,trail_10,5,10,1125,48.4,10.0,0.0,100.0,10.353,-59.79,-59.79,13.782,13.872,12.031,12.127,10.879,10.979,8.046,8.156,1.171,0.958,10.903,15.659,15.936,9.029,12.233,15.37,1.224,-3.532,-3.809,1.128,-3.628,False
fwd_yield,dd_5,trail_10,5,15,1646,49.6,14.99,0.0,99.9,10.109,-55.31,-55.31,13.768,13.856,12.058,12.151,10.933,11.028,8.166,8.268,1.147,0.958,10.903,15.659,15.936,10.151,12.518,14.895,1.248,-3.508,-3.785,1.155,-3.601,False
fwd_yield,dd_5,trail_20,5,6,220,148.6,6.0,0.0,100.0,3.34,-70.19,-70.19,11.56,11.648,11.003,11.098,10.633,10.733,9.712,9.824,1.16,0.958,10.903,15.659,15.936,7.684,11.943,16.535,0.195,-4.561,-4.838,0.1,-4.656,False
fwd_yield,dd_5,trail_20,5,10,342,159.3,10.0,0.0,100.0,3.121,-58.78,-58.78,11.305,11.393,10.787,10.882,10.442,10.542,9.585,9.697,1.046,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-0.021,-4.777,-5.054,-0.116,-4.872,False
