名稱,類別,段,起,訖,交易日,年化,SPY年化,年化超額,最大回撤,run_id
宏觀·VIX 水平開關·最優格,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.1617471818835794,0.11601479123413205,0.04573239064944734,-0.20084146032383898,run-8570bebb3fdfb564
宏觀·VIX 水平開關·最優格,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.05407769498551018,0.0729504983196545,-0.018872803334144317,-0.3355806500231834,run-8570bebb3fdfb564
宏觀·VIX 水平開關·最優格,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.2150400231603704,0.22760389922736812,-0.012563876066997715,-0.1334412583918707,run-8570bebb3fdfb564
宏觀·VIX 期限結構開關·最優格,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.13443144268228346,0.11601479123413205,0.01841665144815141,-0.2212303493728971,run-952ddfbebb5e046b
宏觀·VIX 期限結構開關·最優格,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.05712278767450463,0.0729504983196545,-0.015827710645149873,-0.3391035667251264,run-952ddfbebb5e046b
宏觀·VIX 期限結構開關·最優格,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.24325546504238882,0.22760389922736812,0.015651565815020696,-0.20992035568347567,run-952ddfbebb5e046b
宏觀·VIX 期限結構開關·鄰域平均最高,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.13410229228353532,0.11601479123413205,0.018087501049403265,-0.2212303493728971,run-5e256f3ce1111a78
宏觀·VIX 期限結構開關·鄰域平均最高,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.05712278767450463,0.0729504983196545,-0.015827710645149873,-0.3391035667251263,run-5e256f3ce1111a78
宏觀·VIX 期限結構開關·鄰域平均最高,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.24325546504238882,0.22760389922736812,0.015651565815020696,-0.20992035568347578,run-5e256f3ce1111a78
宏觀·信用利差變化方向·最優格,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.11618751813777783,0.11601479123413205,0.00017272690364578125,-0.2008414603238391,run-0dd17a7eb6458f1a
宏觀·信用利差變化方向·最優格,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.08073986029393976,0.0729504983196545,0.007789361974285258,-0.3355806500231836,run-0dd17a7eb6458f1a
宏觀·信用利差變化方向·最優格,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.22851005836173965,0.22760389922736812,0.0009061591343715314,-0.16320808530325015,run-0dd17a7eb6458f1a
宏觀·信用利差變化方向·鄰域平均最高,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.11909844655294632,0.11601479123413205,0.0030836553188142712,-0.22227267131927753,run-f8c2a4375750e37b
宏觀·信用利差變化方向·鄰域平均最高,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.0775943577106919,0.0729504983196545,0.004643859391037397,-0.33558065002318327,run-f8c2a4375750e37b
宏觀·信用利差變化方向·鄰域平均最高,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.21835154898505538,0.22760389922736812,-0.009252350242312746,-0.1444423883253647,run-f8c2a4375750e37b
宏觀·曲線斜度變化方向·最優格,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.1364588190388183,0.11601479123413205,0.020444027804686238,-0.1472347542308775,run-aa8a7f812b7ad0d7
宏觀·曲線斜度變化方向·最優格,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.13670390366966112,0.0729504983196545,0.06375340535000662,-0.33695497549462927,run-aa8a7f812b7ad0d7
宏觀·曲線斜度變化方向·最優格,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.32320958859636706,0.22760389922736812,0.09560568936899894,-0.14314548861281917,run-aa8a7f812b7ad0d7
宏觀·曲線斜度變化方向·鄰域平均最高,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.1318070682910113,0.11601479123413205,0.015792277056879245,-0.1569851207456986,run-2c69e99a5dc9ca78
宏觀·曲線斜度變化方向·鄰域平均最高,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.12944857262061293,0.0729504983196545,0.056498074300958434,-0.33695497549462916,run-2c69e99a5dc9ca78
宏觀·曲線斜度變化方向·鄰域平均最高,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.27228717797954505,0.22760389922736812,0.044683278752176925,-0.11750825865204861,run-2c69e99a5dc9ca78
宏觀·10 年息率趨勢·最優格,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.11019153339573351,0.11601479123413205,-0.005823257838398543,-0.1472347542308774,run-980b7e2f35d4fce3
宏觀·10 年息率趨勢·最優格,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.10775703479613541,0.0729504983196545,0.03480653647648091,-0.3369549754946294,run-980b7e2f35d4fce3
宏觀·10 年息率趨勢·最優格,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.3113684873534277,0.22760389922736812,0.08376458812605958,-0.1309927451352133,run-980b7e2f35d4fce3
宏觀·10 年息率趨勢·鄰域平均最高,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.10878710992759189,0.11601479123413205,-0.007227681306540168,-0.1472347542308774,run-607ebbbd61e8659b
宏觀·10 年息率趨勢·鄰域平均最高,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.08357338555899374,0.0729504983196545,0.01062288723933924,-0.3369549754946294,run-607ebbbd61e8659b
宏觀·10 年息率趨勢·鄰域平均最高,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.258433236700256,0.22760389922736812,0.030829337472887852,-0.10751157582459847,run-607ebbbd61e8659b
宏觀·聯邦基金利率預期方向·最優格,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.14617866928283374,0.11601479123413205,0.030163878048701687,-0.1658605497487874,run-7416ffcedd1dcff3
宏觀·聯邦基金利率預期方向·最優格,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.1073612389241636,0.0729504983196545,0.034410740604509105,-0.34082271654343366,run-7416ffcedd1dcff3
宏觀·聯邦基金利率預期方向·最優格,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.2519907731505826,0.22760389922736812,0.02438687392321448,-0.20512482454784575,run-7416ffcedd1dcff3
宏觀·聯邦基金利率預期方向·鄰域平均最高,宏觀驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.12004247275147595,0.11601479123413205,0.004027681517343895,-0.1912833887587675,run-3f2c39c1b4dd809f
宏觀·聯邦基金利率預期方向·鄰域平均最高,宏觀驅動器,2020–2022,2020-01-02,2022-12-30,756,0.06519823817095949,0.0729504983196545,-0.0077522601486950116,-0.3463943960712178,run-3f2c39c1b4dd809f
宏觀·聯邦基金利率預期方向·鄰域平均最高,宏觀驅動器,2023–2026,2023-01-03,2026-08-26,915,0.22337477493519886,0.22760389922736812,-0.004229124292169262,-0.1780740471038662,run-3f2c39c1b4dd809f
價格·相對強弱對 SPY·最優格,價格驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.13007490158787638,0.11601479123413205,0.014060110353744326,-0.15285785116634443,run-3671358459ab864d
價格·相對強弱對 SPY·最優格,價格驅動器,2020–2022,2020-01-02,2022-12-30,756,0.18168601359247694,0.0729504983196545,0.10873551527282244,-0.18767915362879428,run-3671358459ab864d
價格·相對強弱對 SPY·最優格,價格驅動器,2023–2026,2023-01-03,2026-08-26,915,0.26274883387848824,0.22760389922736812,0.03514493465112012,-0.1792864396526792,run-3671358459ab864d
價格·因子動量排名·最優格,價格驅動器,2015–2019,2015-01-02,2019-12-31,1258,0.14090376125318183,0.11601479123413205,0.024888970019049772,-0.17847854962594933,run-7d49fa518874b385
價格·因子動量排名·最優格,價格驅動器,2020–2022,2020-01-02,2022-12-30,756,0.03712347658097226,0.0729504983196545,-0.03582702173868224,-0.3368855286411495,run-7d49fa518874b385
價格·因子動量排名·最優格,價格驅動器,2023–2026,2023-01-03,2026-08-26,915,0.3548253459075923,0.22760389922736812,0.12722144668022417,-0.1315765531944666,run-7d49fa518874b385
固定權重·動能95價值5(monthly),對照,2015–2019,2015-01-02,2019-12-31,1258,0.14409925086015596,0.11601479123413205,0.028084459626023905,-0.22090291424864317,run-dfd04fc1e4071a4e
固定權重·動能95價值5(monthly),對照,2020–2022,2020-01-02,2022-12-30,756,0.061576308427283566,0.0729504983196545,-0.011374189892370934,-0.3431857205079468,run-dfd04fc1e4071a4e
固定權重·動能95價值5(monthly),對照,2023–2026,2023-01-03,2026-08-26,915,0.24368831252634382,0.22760389922736812,0.016084413298975697,-0.20796781653088248,run-dfd04fc1e4071a4e
固定權重·動能95價值5(quarterly),對照,2015–2019,2015-01-02,2019-12-31,1258,0.14401523025740626,0.11601479123413205,0.028000439023274204,-0.22095310052780048,run-4fbaef32301da5a9
固定權重·動能95價值5(quarterly),對照,2020–2022,2020-01-02,2022-12-30,756,0.0617631017641862,0.0729504983196545,-0.011187396555468299,-0.3429867513823276,run-4fbaef32301da5a9
固定權重·動能95價值5(quarterly),對照,2023–2026,2023-01-03,2026-08-26,915,0.24370171199833823,0.22760389922736812,0.01609781277097011,-0.20798555140193253,run-4fbaef32301da5a9
固定權重·各佔25%(monthly),對照,2015–2019,2015-01-02,2019-12-31,1258,0.12205173583628182,0.11601479123413205,0.006036944602149763,-0.19173394434680502,run-e1ecd16be7d794ab
固定權重·各佔25%(monthly),對照,2020–2022,2020-01-02,2022-12-30,756,0.052019112168147696,0.0729504983196545,-0.020931386151506803,-0.3499494159383212,run-e1ecd16be7d794ab
固定權重·各佔25%(monthly),對照,2023–2026,2023-01-03,2026-08-26,915,0.21539368178903362,0.22760389922736812,-0.012210217438334503,-0.16226021030063664,run-e1ecd16be7d794ab
固定權重·各佔25%(quarterly),對照,2015–2019,2015-01-02,2019-12-31,1258,0.12191454274194502,0.11601479123413205,0.005899751507812967,-0.1912833887587675,run-9177d17490f49dc4
固定權重·各佔25%(quarterly),對照,2020–2022,2020-01-02,2022-12-30,756,0.05238740665545638,0.0729504983196545,-0.02056309166419812,-0.34929258840310273,run-9177d17490f49dc4
固定權重·各佔25%(quarterly),對照,2023–2026,2023-01-03,2026-08-26,915,0.21705028605868093,0.22760389922736812,-0.010553613168687193,-0.16214307956744334,run-9177d17490f49dc4
