threshold,tilt,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
16.0,0.5,monthly,3.5659747268508326,0.13962804807211238,-0.34994947597318526,0.8903107861060329,2.716271960267718,0.8085796874318852,352.14808043875684,0.9197039067108179,-0.05004165162506635,0.0011083535758331653,run-60a5065901eed55d,560,547,2929,2015-01-02,2026-08-26,False,3.6455
16.0,0.5,quarterly,3.473204057174775,0.1376164742000654,-0.34639600258510084,0.9207317073170732,1.474965454613253,0.7903594064031747,564.5426829268292,0.4185036691108455,-0.05205322549711333,-0.0009032202962138136,run-238b8665aec0642d,188,164,2929,2015-01-02,2026-08-26,False,0.2915
16.0,0.75,monthly,3.713006322846927,0.14274092384624915,-0.34277253625366755,0.855595667870036,1.8630506432843243,0.8401899073293944,258.2707581227437,2.1635308579581616,-0.04692877585092958,0.004221229349969935,run-adfe8a0ac0b88496,560,554,2929,2015-01-02,2026-08-26,False,0.3222
16.0,0.75,quarterly,3.3482473860712085,0.13484587057998354,-0.34357402343313126,0.9181286549707602,0.5473953742290515,0.7653831594415003,448.233918128655,0.94137625415737,-0.05482382911719519,-0.003673823916295671,run-e9169cae222389c3,188,171,2929,2015-01-02,2026-08-26,False,0.2849
16.0,1.0,monthly,3.838396683632853,0.14532627769857753,-0.33558181314409374,0.6944444444444444,3.2174969523433017,0.8538762124926988,133.91203703703704,3.401117522710095,-0.044343421998601196,0.006806583202298322,run-2a9ad797eecc5b3a,269,216,2929,2015-01-02,2026-08-26,False,0.3112
16.0,1.0,quarterly,3.1961999116380335,0.13137472847064258,-0.34082271654343377,0.7808219178082192,1.1289327945113734,0.7229314044581793,194.1917808219178,1.463463087986245,-0.05829497122653615,-0.007144966025636634,run-b52107c90e67709d,101,73,2929,2015-01-02,2026-08-26,False,0.3255
18.0,0.5,monthly,3.2856106641943077,0.13342956509362858,-0.3499494759731855,0.8623326959847036,1.6201870491271522,0.7480581366087937,383.5621414913958,0.7387080217753365,-0.05624013460355015,-0.005090129402650634,run-836f86393f3100db,560,523,2929,2015-01-02,2026-08-26,False,0.6291
18.0,0.5,quarterly,3.2703448974263036,0.1330815181089482,-0.3463945794484018,0.9375,4.273883354760734,0.7411560206185067,597.71875,0.402505399565971,-0.056588181588230535,-0.005438176387331017,run-7e8107dccbcc2a90,188,160,2929,2015-01-02,2026-08-26,False,0.6212
18.0,0.75,monthly,3.1831576906844674,0.1310716542893029,-0.34277253625366755,0.8314814814814815,1.3191723299205227,0.7142804039900273,271.9685185185185,1.7120348879825915,-0.05859804540787583,-0.007448040206976314,run-d8686772bbd1fd74,560,540,2929,2015-01-02,2026-08-26,False,0.6729
18.0,0.75,quarterly,2.998390158775167,0.1266826134263117,-0.3435721041584081,0.8839779005524862,1.4605615730295982,0.6675537662492307,450.8066298342541,0.9334767554173357,-0.06298708627086702,-0.011837081069967503,run-0c2721e7279bfbe2,188,181,2929,2015-01-02,2026-08-26,False,0.6587
