threshold,tilt,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
16.0,0.5,monthly,3.6141574968614467,0.14065811538557216,-0.34994941593832163,0.8921389396709324,2.7170107774485563,0.8171163061691665,352.14808043875684,0.9209842665027894,-0.04901158431160657,0.002138420889292947,run-7e2af2aa21acc1ca,560,547,2929,2015-01-02,2026-08-26,False,3.4676
16.0,0.5,quarterly,3.4978788720235494,0.13815520061985698,-0.3463943960712179,0.9207317073170732,1.4905791926171108,0.7948756537107552,558.7743902439024,0.4187347883739717,-0.05151449907732175,-0.00036449387642223385,run-90a278981a96eef5,188,164,2929,2015-01-02,2026-08-26,False,0.1627
16.0,0.75,monthly,3.828671408992202,0.14512796143555495,-0.3427686956791983,0.8574007220216606,1.9132425470777512,0.8601702046020224,258.46028880866425,2.168919465460641,-0.044541738261623776,0.006608266939275742,run-1f18a830788ac1d7,560,554,2929,2015-01-02,2026-08-26,False,0.1959
16.0,0.75,quarterly,3.4006165448662804,0.13601577189033143,-0.343572086012925,0.9181286549707602,0.5569396855597051,0.7751892397496613,445.96491228070175,0.941913301497153,-0.0536539278068473,-0.0025039226059477837,run-d8d2db971b64dd39,188,171,2929,2015-01-02,2026-08-26,False,0.1664
16.0,1.0,monthly,4.025337496577127,0.14906921141891916,-0.3355806500231834,0.7037037037037037,3.2438697979315667,0.8850204725037091,133.91203703703704,3.413107559197503,-0.04060048827825957,0.010549516922639945,run-8570bebb3fdfb564,269,216,2929,2015-01-02,2026-08-26,False,0.1858
16.0,1.0,quarterly,3.272921541107813,0.13314034316102297,-0.34082271654343366,0.7808219178082192,1.1525503990159478,0.7374810188991463,191.56164383561645,1.4636951275997816,-0.05652935653615576,-0.005379351335256244,run-21f14108400c2da5,101,73,2929,2015-01-02,2026-08-26,False,0.1665
18.0,0.5,monthly,3.3235839362531454,0.1342904343338902,-0.3499494159383213,0.8661567877629063,1.5884969905027853,0.7550522243147012,384.2026768642447,0.7391972296581668,-0.05537926536328852,-0.004229260162389004,run-b23b34ed5c33ab1d,560,523,2929,2015-01-02,2026-08-26,False,0.2277
18.0,0.5,quarterly,3.291791377767421,0.1335701581464237,-0.3463943960712176,0.937888198757764,4.380061830193791,0.7451715094805731,594.7453416149068,0.4027520420946615,-0.05609954155075503,-0.00494953634985551,run-a9fdd6842bf4d442,188,161,2929,2015-01-02,2026-08-26,False,0.1756
18.0,0.75,monthly,3.2677954454409504,0.13302328191013757,-0.34276869567919865,0.8351851851851851,1.3248956780710006,0.7297926704903995,273.1685185185185,1.7132518916583832,-0.05664641778704116,-0.005496412586141641,run-0e9dab7d14cbb7ed,560,540,2929,2015-01-02,2026-08-26,False,0.197
18.0,0.75,quarterly,3.0427751589729333,0.1277536123541072,-0.3435720860129249,0.8895027624309392,1.4140790882907535,0.6760788055073839,446.6132596685083,0.9342757206859063,-0.061916087343071524,-0.010766082142172007,run-5977a8c73b8aba2d,188,181,2929,2015-01-02,2026-08-26,False,0.1782
18.0,1.0,monthly,3.1900947105190154,0.13123296358782488,-0.33558065002318327,0.6526946107784432,2.7660389763759294,0.6896081369523825,129.9880239520958,2.678788071313325,-0.05843673610935385,-0.007286730908454331,run-94f57edef7725e37,211,167,2929,2015-01-02,2026-08-26,False,0.327
