threshold,tilt,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
18.0,1.0,quarterly,2.7757382665537573,0.12114038826849338,-0.34082271654343366,0.7543859649122807,2.2266325179775985,0.5955341857490197,189.0701754385965,1.4587464934140604,-0.06852931142868535,-0.01737930622778583,run-1cec6c6bbafebe56,82,57,2929,2015-01-02,2026-08-26,False,0.1486
20.0,0.5,monthly,3.2727752194046307,0.13313700348917434,-0.34973073660294807,0.8384030418250951,1.7484315941997675,0.7401898982981612,417.4885931558935,0.6078871615632263,-0.056532696208004385,-0.005382691007104867,run-727ad5612347f5f7,560,526,2929,2015-01-02,2026-08-26,False,0.2173
20.0,0.5,quarterly,3.310808516598506,0.13400158448930122,-0.3463943960712177,0.9375,9.46771447255811,0.7470577915855391,733.4875,0.37004414741444985,-0.05566811520787751,-0.004518110006977993,run-21150125fd599f50,188,160,2929,2015-01-02,2026-08-26,False,0.1652
20.0,0.75,monthly,3.1480841986214445,0.13025231446320396,-0.34441833426305035,0.8391866913123844,0.94225819923206,0.6925354646311255,315.41035120147876,1.3800198229817957,-0.05941738523397477,-0.008267380033075256,run-e080105e8f4648ef,560,541,2929,2015-01-02,2026-08-26,False,0.1894
20.0,0.75,quarterly,3.027485842997949,0.1273859036801437,-0.34357208601292466,0.8950276243093923,1.432780283588377,0.6690459067115071,514.3259668508288,0.8502863978569511,-0.06228379601703504,-0.011133790816135525,run-cfe26ba8b27328ef,188,181,2929,2015-01-02,2026-08-26,False,0.2076
20.0,1.0,monthly,3.0047411849019543,0.12683652623546626,-0.3391035667251263,0.6865671641791045,1.6667136441892405,0.6333360730158935,131.7910447761194,2.136796170041868,-0.06283317346171247,-0.011683168260812948,run-d56fea02d617f194,169,134,2929,2015-01-02,2026-08-26,False,0.2082
20.0,1.0,quarterly,2.730929618902582,0.11998901496127523,-0.34082271654343366,0.74,2.472303563347908,0.5812425178677242,199.3,1.3230002818990363,-0.0696806847359035,-0.01853067953500398,run-9b4e9af6cc85813f,72,50,2929,2015-01-02,2026-08-26,False,0.1855
22.0,0.5,monthly,3.157314369808338,0.13046854940079666,-0.3497307366029483,0.9049429657794676,0.7338177390121633,0.7168387447914826,539.5019011406844,0.6650109815029414,-0.059201150296382066,-0.008051145095482548,run-d5b75e9ae6a02036,560,526,2929,2015-01-02,2026-08-26,False,0.2128
22.0,0.5,quarterly,3.1717669327966327,0.13080624936388396,-0.3463943960712177,0.9197530864197531,2.07068813574677,0.7192796566974979,727.1913580246913,0.36476759419237015,-0.058863450333294765,-0.007713445132395247,run-3d89a64d0c641a97,188,162,2929,2015-01-02,2026-08-26,False,0.1538
22.0,0.75,monthly,2.845384396934858,0.12290541475079109,-0.34441833426305013,0.8964879852125693,0.5236599217798292,0.6302750542427845,388.51756007393715,1.5131861376117146,-0.06676428494638764,-0.015614279745488124,run-32a14a7190060a06,560,541,2929,2015-01-02,2026-08-26,False,0.1995
22.0,0.75,quarterly,2.692554096084677,0.11899285190874065,-0.34357208601292466,0.9060773480662984,0.6420974125644616,0.5991981763163855,502.2817679558011,0.8368375600121819,-0.07067684778843808,-0.019526842587538562,run-77f66f9673a1424a,188,181,2929,2015-01-02,2026-08-26,False,0.1662
22.0,1.0,monthly,2.535792015912239,0.11482275196459768,-0.3391035667251264,0.6581196581196581,1.7973177977889245,0.5375209770286292,138.27350427350427,2.3477391057906427,-0.07484694773258105,-0.02369694253168153,run-60637ebaf73a2c6f,154,117,2929,2015-01-02,2026-08-26,False,0.1764
22.0,1.0,quarterly,2.239584776567751,0.10645959374423453,-0.34082271654343366,0.8043478260869565,0.9710268647260629,0.47567979421285606,200.32608695652175,1.2993625857857627,-0.0832101059529442,-0.032060100752044685,run-9555fcf697c0d553,68,46,2929,2015-01-02,2026-08-26,False,0.1627
25.0,0.5,monthly,3.4300249951485444,0.1366671749569024,-0.3497307366029483,0.8819742489270386,1.0832587306301098,0.7623001959790014,575.9656652360514,0.5336036620322764,-0.053002524740276336,-0.001852519539376818,run-0c0058a2ad0872ff,560,466,2929,2015-01-02,2026-08-26,False,0.2146
25.0,0.5,quarterly,3.170594743619797,0.1307788997557846,-0.3463943960712177,0.9530201342281879,6.090399928165081,0.7127260121009718,879.7919463087248,0.25697053646544205,-0.05889079994139412,-0.007740794740494605,run-354d6d824a88d159,188,149,2929,2015-01-02,2026-08-26,False,0.1829
25.0,0.75,monthly,3.5219497498656356,0.1386781448527814,-0.34441833426305013,0.8901734104046243,0.7637774729946587,0.7411235419838935,440.78227360308284,1.169272516525046,-0.050991554844397324,0.0001584503565021933,run-04906894ae3910d3,560,519,2929,2015-01-02,2026-08-26,False,0.2288
25.0,0.75,quarterly,2.7842219421909347,0.12135697215151264,-0.34357208601292466,0.9352941176470588,0.7649280545259879,0.6031766039213576,613.7882352941176,0.5491096971899947,-0.06831272754566609,-0.017162722344766568,run-eb4bfc147c8145f2,188,170,2929,2015-01-02,2026-08-26,False,0.1806
25.0,1.0,monthly,3.5863586794087956,0.14006502965055345,-0.3391035667251264,0.6435643564356436,2.799005102678383,0.7060367164158848,147.5049504950495,1.788380856806011,-0.04960467004662528,0.001545335154274241,run-4978e659beb29374,132,101,2929,2015-01-02,2026-08-26,False,0.1871
25.0,1.0,quarterly,2.400444625194998,0.1110840817424581,-0.34082271654343366,0.7631578947368421,2.055384625867298,0.49148671493615287,227.73684210526315,0.8294772045056477,-0.07858561795472063,-0.027435612753821115,run-455dace5450d52af,54,38,2929,2015-01-02,2026-08-26,False,0.1625
