date,engine,hand,abs_diff,rel_diff
2022-06-01,1000000.0,1000000.0,0.0,0.0
2022-06-02,1000000.0,1000000.0,0.0,0.0
2022-06-03,1000000.0,1000000.0,0.0,0.0
2022-06-06,1000000.0,1000000.0,0.0,0.0
2022-06-07,1000000.0,1000000.0,0.0,0.0
2022-06-08,1000000.0,1000000.0,0.0,0.0
2022-06-09,1000000.0,1000000.0,0.0,0.0
2022-06-10,1000000.0,1000000.0,0.0,0.0
2022-06-13,1000000.0,1000000.0,0.0,0.0
2022-06-14,1000000.0,1000000.0,0.0,0.0
2022-06-15,1000000.0,1000000.0,0.0,0.0
2022-06-16,1000000.0,1000000.0,0.0,0.0
2022-06-17,1000000.0,1000000.0,0.0,0.0
2022-06-21,1000000.0,1000000.0,0.0,0.0
2022-06-22,1000000.0,1000000.0,0.0,0.0
2022-06-23,1000000.0,1000000.0,0.0,0.0
2022-06-24,1000000.0,1000000.0,0.0,0.0
2022-06-27,1000000.0,1000000.0,0.0,0.0
2022-06-28,1000000.0,1000000.0,0.0,0.0
2022-06-29,1000000.0,1000000.0,0.0,0.0
2022-06-30,1000000.0,1000000.0,0.0,0.0
2022-07-01,1000000.0,1000000.0,0.0,0.0
2022-07-05,1000000.0,1000000.0,0.0,0.0
2022-07-06,1000000.0,1000000.0,0.0,0.0
2022-07-07,1000000.0,1000000.0,0.0,0.0
2022-07-08,1000000.0,1000000.0,0.0,0.0
2022-07-11,1000000.0,1000000.0,0.0,0.0
2022-07-12,1000000.0,1000000.0,0.0,0.0
2022-07-13,1000000.0,1000000.0,0.0,0.0
2022-07-14,1000000.0,1000000.0,0.0,0.0
2022-07-15,1000000.0,1000000.0,0.0,0.0
2022-07-18,1000000.0,1000000.0,0.0,0.0
2022-07-19,1000000.0,1000000.0,0.0,0.0
2022-07-20,1000000.0,1000000.0,0.0,0.0
2022-07-21,1000000.0,1000000.0,0.0,0.0
2022-07-22,1000000.0,1000000.0,0.0,0.0
2022-07-25,1000000.0,1000000.0,0.0,0.0
2022-07-26,1000000.0,1000000.0,0.0,0.0
2022-07-27,1000000.0,1000000.0,0.0,0.0
2022-07-28,1000000.0,1000000.0,0.0,0.0
2022-07-29,1000000.0,1000000.0,0.0,0.0
2022-08-01,1000000.0,1000000.0,0.0,0.0
2022-08-02,1000000.0,1000000.0,0.0,0.0
2022-08-03,1000000.0,1000000.0,0.0,0.0
2022-08-04,1000000.0,1000000.0,0.0,0.0
2022-08-05,1000000.0,1000000.0,0.0,0.0
2022-08-08,1000000.0,1000000.0,0.0,0.0
2022-08-09,1000000.0,1000000.0,0.0,0.0
2022-08-10,1000000.0,1000000.0,0.0,0.0
2022-08-11,1000000.0,1000000.0,0.0,0.0
2022-08-12,1000000.0,1000000.0,0.0,0.0
2022-08-15,1002434.1157407009,1002434.1157407009,0.0,0.0
2022-08-16,1002200.9253428542,1002200.9253428542,0.0,0.0
2022-08-17,1004416.4155231449,1004416.4155231449,0.0,0.0
2022-08-18,1003833.3941782857,1003833.3941782857,0.0,0.0
2022-08-19,999999.9698809296,999999.9698809296,0.0,0.0
2022-08-22,994242.6341008161,994242.6341008161,0.0,0.0
2022-08-23,993747.093167757,993747.093167757,0.0,0.0
2022-08-24,994184.3138262331,994184.3138262331,0.0,0.0
2022-08-25,997828.1972314548,997828.1972314548,0.0,0.0
2022-08-26,988485.2756456186,988485.2756456186,0.0,0.0
2022-08-29,985220.4059998594,985220.4059998594,0.0,0.0
2022-08-30,982346.933058313,982346.933058313,0.0,0.0
2022-08-31,982346.933058313,982346.933058313,0.0,0.0
2022-09-01,982346.933058313,982346.933058313,0.0,0.0
2022-09-02,982346.933058313,982346.933058313,0.0,0.0
2022-09-06,982346.933058313,982346.933058313,0.0,0.0
2022-09-07,982346.933058313,982346.933058313,0.0,0.0
2022-09-08,982346.933058313,982346.933058313,0.0,0.0
2022-09-09,982346.933058313,982346.933058313,0.0,0.0
2022-09-12,982346.933058313,982346.933058313,0.0,0.0
2022-09-13,982346.933058313,982346.933058313,0.0,0.0
2022-09-14,982346.933058313,982346.933058313,0.0,0.0
2022-09-15,982346.933058313,982346.933058313,0.0,0.0
2022-09-16,982346.933058313,982346.933058313,0.0,0.0
2022-09-19,982346.933058313,982346.933058313,0.0,0.0
2022-09-20,982346.933058313,982346.933058313,0.0,0.0
2022-09-21,982346.933058313,982346.933058313,0.0,0.0
2022-09-22,982346.933058313,982346.933058313,0.0,0.0
2022-09-23,982346.933058313,982346.933058313,0.0,0.0
2022-09-26,982346.933058313,982346.933058313,0.0,0.0
2022-09-27,982346.933058313,982346.933058313,0.0,0.0
2022-09-28,982346.933058313,982346.933058313,0.0,0.0
2022-09-29,982346.933058313,982346.933058313,0.0,0.0
2022-09-30,982346.933058313,982346.933058313,0.0,0.0
2022-10-03,982346.933058313,982346.933058313,0.0,0.0
2022-10-04,982346.933058313,982346.933058313,0.0,0.0
2022-10-05,982346.933058313,982346.933058313,0.0,0.0
2022-10-06,982346.933058313,982346.933058313,0.0,0.0
2022-10-07,982346.933058313,982346.933058313,0.0,0.0
2022-10-10,982346.933058313,982346.933058313,0.0,0.0
2022-10-11,982346.933058313,982346.933058313,0.0,0.0
2022-10-12,982346.933058313,982346.933058313,0.0,0.0
2022-10-13,982346.933058313,982346.933058313,0.0,0.0
2022-10-14,982346.933058313,982346.933058313,0.0,0.0
2022-10-17,982346.933058313,982346.933058313,0.0,0.0
2022-10-18,982346.933058313,982346.933058313,0.0,0.0
2022-10-19,982346.933058313,982346.933058313,0.0,0.0
2022-10-20,982346.933058313,982346.933058313,0.0,0.0
2022-10-21,982346.933058313,982346.933058313,0.0,0.0
2022-10-24,982346.933058313,982346.933058313,0.0,0.0
2022-10-25,982346.933058313,982346.933058313,0.0,0.0
2022-10-26,982346.933058313,982346.933058313,0.0,0.0
2022-10-27,982346.933058313,982346.933058313,0.0,0.0
2022-10-28,982346.933058313,982346.933058313,0.0,0.0
2022-10-31,982346.933058313,982346.933058313,0.0,0.0
2022-11-01,982346.933058313,982346.933058313,0.0,0.0
2022-11-02,982346.933058313,982346.933058313,0.0,0.0
2022-11-03,982346.933058313,982346.933058313,0.0,0.0
2022-11-04,982346.933058313,982346.933058313,0.0,0.0
2022-11-07,982346.933058313,982346.933058313,0.0,0.0
2022-11-08,982346.933058313,982346.933058313,0.0,0.0
2022-11-09,982346.933058313,982346.933058313,0.0,0.0
2022-11-10,982346.933058313,982346.933058313,0.0,0.0
2022-11-11,982346.933058313,982346.933058313,0.0,0.0
2022-11-14,982346.933058313,982346.933058313,0.0,0.0
2022-11-15,982346.933058313,982346.933058313,0.0,0.0
2022-11-16,982346.933058313,982346.933058313,0.0,0.0
2022-11-17,982346.933058313,982346.933058313,0.0,0.0
2022-11-18,982346.933058313,982346.933058313,0.0,0.0
2022-11-21,982346.933058313,982346.933058313,0.0,0.0
2022-11-22,982346.933058313,982346.933058313,0.0,0.0
2022-11-23,982346.933058313,982346.933058313,0.0,0.0
2022-11-25,982346.933058313,982346.933058313,0.0,0.0
2022-11-28,982346.933058313,982346.933058313,0.0,0.0
2022-11-29,982346.933058313,982346.933058313,0.0,0.0
2022-11-30,982346.933058313,982346.933058313,0.0,0.0
2022-12-01,982346.933058313,982346.933058313,0.0,0.0
2022-12-02,982346.933058313,982346.933058313,0.0,0.0
2022-12-05,982346.933058313,982346.933058313,0.0,0.0
2022-12-06,982346.933058313,982346.933058313,0.0,0.0
2022-12-07,982346.933058313,982346.933058313,0.0,0.0
2022-12-08,982346.933058313,982346.933058313,0.0,0.0
2022-12-09,982346.933058313,982346.933058313,0.0,0.0
2022-12-12,982346.933058313,982346.933058313,0.0,0.0
2022-12-13,982346.933058313,982346.933058313,0.0,0.0
2022-12-14,982346.933058313,982346.933058313,0.0,0.0
2022-12-15,982346.933058313,982346.933058313,0.0,0.0
2022-12-16,982346.933058313,982346.933058313,0.0,0.0
2022-12-19,982346.933058313,982346.933058313,0.0,0.0
2022-12-20,982346.933058313,982346.933058313,0.0,0.0
2022-12-21,982346.933058313,982346.933058313,0.0,0.0
2022-12-22,982346.933058313,982346.933058313,0.0,0.0
2022-12-23,982346.933058313,982346.933058313,0.0,0.0
2022-12-27,982346.933058313,982346.933058313,0.0,0.0
2022-12-28,982346.933058313,982346.933058313,0.0,0.0
2022-12-29,982346.933058313,982346.933058313,0.0,0.0
2022-12-30,982346.933058313,982346.933058313,0.0,0.0
2023-01-03,982346.933058313,982346.933058313,0.0,0.0
2023-01-04,982346.933058313,982346.933058313,0.0,0.0
2023-01-05,982346.933058313,982346.933058313,0.0,0.0
2023-01-06,982346.933058313,982346.933058313,0.0,0.0
2023-01-09,982346.933058313,982346.933058313,0.0,0.0
2023-01-10,982346.933058313,982346.933058313,0.0,0.0
2023-01-11,982346.933058313,982346.933058313,0.0,0.0
2023-01-12,982346.933058313,982346.933058313,0.0,0.0
2023-01-13,982346.933058313,982346.933058313,0.0,0.0
2023-01-17,982346.933058313,982346.933058313,0.0,0.0
2023-01-18,982346.933058313,982346.933058313,0.0,0.0
2023-01-19,982346.933058313,982346.933058313,0.0,0.0
2023-01-20,982346.933058313,982346.933058313,0.0,0.0
2023-01-23,982346.933058313,982346.933058313,0.0,0.0
2023-01-24,982346.933058313,982346.933058313,0.0,0.0
2023-01-25,982346.933058313,982346.933058313,0.0,0.0
2023-01-26,982346.933058313,982346.933058313,0.0,0.0
2023-01-27,982346.933058313,982346.933058313,0.0,0.0
2023-01-30,982346.933058313,982346.933058313,0.0,0.0
2023-01-31,982346.933058313,982346.933058313,0.0,0.0
2023-02-01,982346.933058313,982346.933058313,0.0,0.0
2023-02-02,982346.933058313,982346.933058313,0.0,0.0
2023-02-03,982346.933058313,982346.933058313,0.0,0.0
2023-02-06,981221.9393691029,981221.9393691029,0.0,0.0
2023-02-07,985132.5090008791,985132.5090008791,0.0,0.0
2023-02-08,981476.3470856651,981476.3470856651,0.0,0.0
2023-02-09,980070.1677648457,980070.1677648457,0.0,0.0
2023-02-10,980566.4406543218,980566.4406543218,0.0,0.0
2023-02-13,984375.796325726,984375.796325726,0.0,0.0
2023-02-14,983503.9127301413,983503.9127301413,0.0,0.0
2023-02-15,986360.9086834751,986360.9086834751,0.0,0.0
2023-02-16,984187.9909726036,984187.9909726036,0.0,0.0
2023-02-17,982632.0707351997,982632.0707351997,0.0,0.0
2023-02-21,977172.9649506491,977172.9649506491,0.0,0.0
2023-02-22,977749.6931623576,977749.6931623576,0.0,0.0
2023-02-23,978406.9182969413,978406.9182969413,0.0,0.0
2023-02-24,974798.846533164,974798.846533164,0.0,0.0
2023-02-27,976421.8267393092,976421.8267393092,0.0,0.0
2023-02-28,975737.7484969832,975737.7484969832,0.0,0.0
2023-03-01,972921.0218052723,972921.0218052723,0.0,0.0
2023-03-02,973725.8454319795,973725.8454319795,0.0,0.0
