名稱,類別,段,起,訖,交易日,年化,SPY年化,年化超額,最大回撤,run_id
因子動量排名·加密最優,加密最優,2015–2019,2015-01-02,2019-12-31,1258,0.13947013680541032,0.1160147813080945,0.02345535549731581,-0.17942683562329786,run-6fb38f3eef8546e0
因子動量排名·加密最優,加密最優,2020–2022,2020-01-02,2022-12-30,756,0.03367684037370311,0.07295060683819377,-0.039273766464490656,-0.3376161308275889,run-6fb38f3eef8546e0
因子動量排名·加密最優,加密最優,2023–2026,2023-01-03,2026-08-26,915,0.3520196596200871,0.22760393264787515,0.12441572697221193,-0.13251091189030229,run-6fb38f3eef8546e0
因子動量排名·加密鄰域最高,加密鄰域最高,2015–2019,2015-01-02,2019-12-31,1258,0.1252539440573308,0.1160147813080945,0.009239162749236307,-0.18059717966135203,run-c5b2d0050871bcee
因子動量排名·加密鄰域最高,加密鄰域最高,2020–2022,2020-01-02,2022-12-30,756,0.06836274888509175,0.07295060683819377,-0.004587857953102015,-0.3447883651118885,run-c5b2d0050871bcee
因子動量排名·加密鄰域最高,加密鄰域最高,2023–2026,2023-01-03,2026-08-26,915,0.2207517689447296,0.22760393264787515,-0.006852163703145564,-0.1690059933182907,run-c5b2d0050871bcee
因子動量排名·成本後最優,成本後最優,2015–2019,2015-01-02,2019-12-31,1258,0.13947013680541032,0.1160147813080945,0.02345535549731581,-0.17942683562329786,run-6fb38f3eef8546e0
因子動量排名·成本後最優,成本後最優,2020–2022,2020-01-02,2022-12-30,756,0.03367684037370311,0.07295060683819377,-0.039273766464490656,-0.3376161308275889,run-6fb38f3eef8546e0
因子動量排名·成本後最優,成本後最優,2023–2026,2023-01-03,2026-08-26,915,0.3520196596200871,0.22760393264787515,0.12441572697221193,-0.13251091189030229,run-6fb38f3eef8546e0
