threshold,tilt,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
0.9,0.5,monthly,3.1722731388213017,0.1308180580304723,-0.34994947597318515,0.8659003831417624,1.03173869003356,0.7262382342377112,235.60153256704982,1.1419981248500333,-0.05885164166670642,-0.007701636465806905,run-2ee951b6d981e148,560,522,2929,2015-01-02,2026-08-26,False,0.7329
0.9,0.5,quarterly,2.9963487793112296,0.12663309452769433,-0.34639600303758344,0.8795180722891566,1.5175619292489197,0.6872306089865798,469.2951807228916,0.5048925258839403,-0.0630366051694844,-0.011886599968584877,run-cea7ea2d8d4d7022,188,166,2929,2015-01-02,2026-08-26,False,0.6087
0.9,0.75,monthly,3.052260602045542,0.1279810993306001,-0.34277253625366755,0.8434622467771639,0.7750636379645027,0.6883168009449374,170.34254143646407,2.739044743754957,-0.06168860036657864,-0.010538595165679121,run-6069c5e44a21eb0e,560,543,2929,2015-01-02,2026-08-26,False,0.7165
0.9,0.75,quarterly,2.4390500616433326,0.1121641381803633,-0.34357402367471446,0.8729281767955801,0.568089326727998,0.5496226430326472,331.0497237569061,1.1942100319068012,-0.07750556151681542,-0.026355556315915907,run-f61c3acb38b3b9f9,188,181,2929,2015-01-02,2026-08-26,False,0.4727
0.9,1.0,monthly,2.9127736291093544,0.1245856503075713,-0.33558181314409374,0.6440677966101694,1.7361529317697766,0.6358955822161131,78.29943502824858,4.341719705396803,-0.06508404938960743,-0.013934044188707917,run-070e516423830258,250,177,2929,2015-01-02,2026-08-26,False,0.6615
0.9,1.0,quarterly,1.9340807064874541,0.09706725033941077,-0.34082271654343366,0.8166666666666667,0.5987735954122511,0.41033949259796454,143.18333333333334,1.8774011560535464,-0.09260244935776796,-0.04145244415686844,run-5c0adec38f5c751e,94,60,2929,2015-01-02,2026-08-26,False,0.5957
0.95,0.5,monthly,3.289442450943179,0.13351674878330355,-0.3499494759731854,0.8745247148288974,0.9698478460507551,0.7432733373720704,283.77756653992395,1.0101400180617282,-0.05615295091387518,-0.005002945712975659,run-cb6f41fefcdce084,560,526,2929,2015-01-02,2026-08-26,False,0.6537
0.95,0.5,quarterly,3.0851032178202455,0.1287650135064633,-0.3463945794484018,0.8944099378881988,5.733106672414568,0.6982196033360337,584.2981366459627,0.38849924432088895,-0.06090468619071543,-0.009754680989815911,run-518d5012f0bd9992,188,161,2929,2015-01-02,2026-08-26,False,0.7249
0.95,0.75,monthly,3.2482842105791185,0.13257653818023463,-0.34277253625366755,0.8477064220183487,0.7219500784225462,0.7090409378418631,203.45504587155963,2.391774302518585,-0.0570931615169441,-0.005943156316044584,run-2125d108f2c7e000,560,545,2929,2015-01-02,2026-08-26,False,0.5811
0.95,0.75,quarterly,2.615831231652674,0.11697256170398851,-0.3435721041584081,0.8674033149171271,0.8710725395349043,0.5730544648503167,420.3425414364641,0.9009095868937265,-0.07269713799319022,-0.021547132792290702,run-91024aff148ae93e,188,181,2929,2015-01-02,2026-08-26,False,0.5272
