threshold,tilt,cadence,value,trades,verdict,neighbours,valid_neighbours,neighbourhood_mean,neighbour_mean,lift,peak_over_neighbourhood,is_local_peak,layer,siblings,weakest_sibling_mean,layer_drop
0.9,0.5,monthly,-0.007701636465806905,560,普通,3,3,-0.007296583415126567,-0.007161565731566455,-0.00040505305068033737,,False,cadence=monthly,1,-0.01738599251665185,0.010089409101525282
0.9,0.5,quarterly,-0.011886599968584877,188,普通,3,3,-0.01738599251665185,-0.019219123366007507,0.0054993925480669725,,False,cadence=quarterly,1,-0.007296583415126567,-0.010089409101525282
0.9,0.75,monthly,-0.010538595165679121,560,普通,5,5,-0.008433220080507472,-0.008012145063473142,-0.002105375085171649,,False,cadence=monthly,1,-0.024179005929120367,0.015745785848612893
0.9,0.75,quarterly,-0.026355556315915907,188,普通,5,5,-0.024179005929120367,-0.02374369585176126,-0.0021765503867955394,,False,cadence=quarterly,1,-0.008433220080507472,-0.015745785848612893
0.9,1.0,monthly,-0.013934044188707917,250,普通,3,3,-0.009473684576065566,-0.007986898038518117,-0.004460359612642351,,False,cadence=monthly,1,-0.030858188654080354,0.021384504078014788
0.9,1.0,quarterly,-0.04145244415686844,94,普通,3,3,-0.030858188654080354,-0.027326770153150992,-0.010594255502788086,,False,cadence=quarterly,1,-0.009473684576065566,-0.021384504078014788
0.95,0.5,monthly,-0.005002945712975659,560,普通,5,5,-0.006552344911120704,-0.0068622247507497125,0.0015493991981450446,,False,cadence=monthly,1,-0.013744756254834326,0.007192411343713622
0.95,0.5,quarterly,-0.009754680989815911,188,普通,5,5,-0.013744756254834326,-0.01454277130783801,0.003990075265018414,,False,cadence=quarterly,1,-0.006552344911120704,-0.007192411343713622
0.95,0.75,monthly,-0.005943156316044584,560,普通,8,8,-0.0073336494295359106,-0.0075074610687223264,0.0013904931134913262,,False,cadence=monthly,1,-0.01867415554606675,0.011340506116530837
0.95,0.75,quarterly,-0.021547132792290702,188,普通,8,8,-0.01867415554606675,-0.018315033390288754,-0.002872977246223953,,False,cadence=quarterly,1,-0.0073336494295359106,-0.011340506116530837
0.95,1.0,monthly,-0.007478942633830643,196,普通,5,5,-0.008016739983100929,-0.008124299452954986,0.0005377973492702859,,False,cadence=monthly,1,-0.02349157877750681,0.015474838794405883
0.95,1.0,quarterly,-0.03407762135124637,68,普通,5,5,-0.02349157877750681,-0.0213743702627589,-0.010586042573739556,,False,cadence=quarterly,1,-0.008016739983100929,-0.015474838794405883
